Surname;First Name;Full name;Club;Nationality;Category;Genre
DEVILLIERS;Sixtine;Sixtine DEVILLIERS;LIMOG;FRA;Cat B Benjamin Filles;F
DEVILLIERS;Aubery;Aubery DEVILLIERS;LIMOG;FRA;Cat C Poussin Filles;F
DUPEYROUX;Clemence;Clemence DUPEYROUX;NARBO;FRA;Cat C Minime Filles;F
DURU;Marine;Marine DURU;LIMOG;FRA;Cat A Minime Filles;F
ERNY -S-;Saskia;Saskia ERNY -S-;TOUCP;FRA;Cat F1 Benjamin Dames;F
ERY-PEYTAVY;Zoé;Zoé ERY-PEYTAVY;CASTR;FRA;Cat BN Minime/Novice Dames;F
ESCUDIE--BERTRAND;Camille;Camille ESCUDIE--BERTRAND;BLAGN;FRA;Cat BN Minime/Novice Dames;F
ETIENNE;Margaux;Margaux ETIENNE;CASTR;FRA;Cat B Minime Filles;F
FAURE -S-;Eloise;Eloise FAURE -S-;BRIVE;FRA;Cat N2 Novice Dames;F
FLOREK;Eva;Eva FLOREK;TOUCP;FRA;Cat B Minime Filles;F
FRANDSEN -S-;Elisa;Elisa FRANDSEN -S-;POIBJ;FRA;Cat N2 Novice Dames;F
GARCIA;Jeanne;Jeanne GARCIA;CASTR;FRA;Cat F2 Novice Dames;F
GARCIA -S-;Lya;Lya GARCIA -S-;NARBO;FRA;Cat F1 Minime Dames;F
GAUTHIER -S-;Leylou;Leylou GAUTHIER -S-;NARBO;FRA;Cat F1 Novice Dames;F
GIRON -S-;Perrine;Perrine GIRON -S-;BRIVE;FRA;Cat F1 Novice Dames;F
GOYARD;Luna;Luna GOYARD;NARBO;FRA;Cat BN Minime/Novice Dames;F
GRASSO;Maxine;Maxine GRASSO;EXPRE;FRA;Cat BN Minime/Novice Dames;F
GRESSIER;Anna Zoe;Anna Zoe GRESSIER;EXPRE;FRA;Cat F2 Novice Dames;F
GUICHOU;Elina;Elina GUICHOU;NARBO;FRA;Cat BN Minime/Novice Dames;F
GUILLOTEAU -S-;Hugo;Hugo GUILLOTEAU -S-;TOUCP;FRA;Cat F1 Novice Messieurs;M
HALLOUCHE;Ines;Ines HALLOUCHE;BRIVE;FRA;Cat A Benjamin Filles;F
HAMMI -S-;Samy;Samy HAMMI -S-;POIBJ;FRA;Cat N1 Junior Messieurs;M
HERVE -S-;Mia;Mia HERVE -S-;TOUCP;FRA;Cat F1 Benjamin Dames;F
HILS;Anna;Anna HILS;BLAGN;FRA;Cat F2 Minime Dames;F
JACQUENET-FUJITA -S-;Lumie;Lumie JACQUENET-FUJITA -S-;POIBJ;FRA;Cat F1 Benjamin Dames;F
JASPIERRE;Marine;Marine JASPIERRE;EXPRE;FRA;Cat BN Minime/Novice Dames;F
JOLLY -S-;Cassie;Cassie JOLLY -S-;NIORT;FRA;Cat N2 Benjamin Dames;F
KADMIRY -S-;Sarah;Sarah KADMIRY -S-;NIORT;FRA;Cat F1 Junior Dames;F
LANGLADE -S-;Clara;Clara LANGLADE -S-;BRIVE;FRA;Cat N2 Junior Dames;F
LAURENS;Elvina;Elvina LAURENS;BLAGN;FRA;Cat IN Junior/Senior Dames;F
LE SAINT HUBY;Paloma;Paloma LE SAINT HUBY;TOUCP;FRA;Cat F2 Junior Dames;F
MAAROUF -S-;Sophia;Sophia MAAROUF -S-;POIBJ;FRA;Cat N1 Senior Dames;F
MARSAULT;Maelle;Maelle MARSAULT;NIORT;FRA;Cat F2 Novice Dames;F
MARTY;Elisa;Elisa MARTY;BLAGN;FRA;Cat F2 Junior Dames;F
MATHURIN SALMON;Zoe;Zoe MATHURIN SALMON;LIMOG;FRA;Cat F2 Novice Dames;F
MEDARD -S-;Jean;Jean MEDARD -S-;POIBJ;FRA;Cat N1 Novice Messieurs;M
MEDARD -S-;Nicolas;Nicolas MEDARD -S-;POIBJ;FRA;Cat F1 Junior Messieurs;M
MELLIN;Capucine;Capucine MELLIN;LIMOG;FRA;Cat C Poussin Filles;F
MICARD;Elona;Elona MICARD;NIORT;FRA;Cat BN Junior/Senior Dames;F
NECA -S-;Lena;Lena NECA -S-;BLAGN;FRA;Cat F1 Minime Dames;F
NICETAS;Tiffany;Tiffany NICETAS;BLAGN;FRA;Cat IN Junior/Senior Dames;F
PAGES;Anais;Anais PAGES;BLAGN;FRA;Cat F2 Junior Dames;F
PAGNOUT;Elora;Elora PAGNOUT;LIMOG;FRA;Cat F2 Minime Dames;F
PALIN;Shirley;Shirley PALIN;NIORT;FRA;Cat BN Minime/Novice Dames;F
PASTEUR;Elise;Elise PASTEUR;TOUCP;FRA;Cat BN Junior/Senior Dames;F
PAULY -S-;Tatiana;Tatiana PAULY -S-;POIBJ;FRA;Cat N2 Benjamin Dames;F
PEYROUT -S-;Lena;Lena PEYROUT -S-;BRIVE;FRA;Cat F1 Minime Dames;F
PEYROUT -S-;Axel;Axel PEYROUT -S-;BRIVE;FRA;Cat F1 Benjamin Messieurs;M
PINNA -S-;Noa;Noa PINNA -S-;NIORT;FRA;Cat N2 Novice Dames;F
RATEAU;Eva;Eva RATEAU;LIMOG;FRA;Cat B Minime Filles;F
REGNIEZ -R-;Alix;Alix REGNIEZ -R-;NIORT;FRA;Cat F1 Novice Dames;F
REIX;Camille;Camille REIX;LIMOG;FRA;Cat C Benjamin Filles;F
REY;Themis;Themis REY;TOUCP;FRA;Cat F2 Benjamin Dames;F
ROUQUETTE -R-;Lola;Lola ROUQUETTE -R-;BRIVE;FRA;Cat F1 Minime Dames;F
SANDOVAL. ROUGON -R-;Samantha;Samantha SANDOVAL. ROUGON -R-;TOUCP;FRA;Cat F1 Minime Dames;F
SANTOS -S-;Yohan;Yohan SANTOS -S-;TOUCP;FRA;Cat N2 Senior Messieurs;M
SEGUY -S-;Manon;Manon SEGUY -S-;BRIVE;FRA;Cat F1 Novice Dames;F
SEGUY -S-;Clara;Clara SEGUY -S-;BRIVE;FRA;Cat F1 Minime Dames;F
SIMON-GUERIN -S-;Naissa;Naissa SIMON-GUERIN -S-;TOUCP;FRA;Cat F1 Minime Dames;F
TARZAALI;Maelys;Maelys TARZAALI;TOUCP;FRA;Cat BN Minime/Novice Dames;F
THORAVAL-EESES -S-;Jade;Jade THORAVAL-EESES -S-;POIBJ;FRA;Cat F1 Novice Dames;F
TRICOIRE;Margot;Margot TRICOIRE;LIMOG;FRA;Cat D Poussin Filles;F
TRIOREAU;Sarah;Sarah TRIOREAU;LIMOG;FRA;Cat A Minime Filles;F
TRIOREAU;Chloe;Chloe TRIOREAU;LIMOG;FRA;Cat A Minime Filles;F
TROLESE;Amélie;Amélie TROLESE;LIMOG;FRA;Cat C Benjamin Filles;F
VIALA;Marion;Marion VIALA;TOUCP;FRA;Cat BN Minime/Novice Dames;F
VIALA -R-;Clemence;Clemence VIALA -R-;TOUCP;FRA;Cat F1 Benjamin Dames;F
