Surname;First Name;Full name;Club;Nationality;Category;Genre
KHALIDY;Sarah;Sarah KHALIDY;Charleville Mezieres Sg;FRA;D2 NOVICES DAMES;F
KHRYCHIKOVA;Yana;Yana KHRYCHIKOVA;Strasbourg Alsace Csg;FRA;D3 MINIMES DAMES;F
LACOSTE;Solene;Solene LACOSTE;Club De Patinage Artistique De Reims;FRA;D3 JUNIOR/SENIOR DAMES;F
LAENG;Julie;Julie LAENG;Strasbourg Alsace Csg;FRA;D2 MINIMES DAMES;F
LAMARRE;Mathis;Mathis LAMARRE;Belfort Asm;FRA;D3 JUNIOR/SENIOR MESSIEURS;F
LAMARRE;Alix;Alix LAMARRE;Belfort Asm;FRA;D2 MINIMES DAMES;F
LEDIT;Chloe;Chloe LEDIT;Belfort Asm;FRA;D3 BENJAMINS DAMES;F
LEGENDRE;Olivia;Olivia LEGENDRE;Strasbourg Alsace Csg;FRA;D1 POUSSINS DAMES;F
LEMAIRE;Lou Bella;Lou Bella LEMAIRE;Club De Patinage Artistique De Reims;FRA;D3 MINIMES DAMES;F
LEMARIE;Celinie;Celinie LEMARIE;Skate Hainaut Valenciennes Club;FRA;D3 BENJAMINS DAMES;F
LEMOINE;Nell;Nell LEMOINE;Skate Hainaut Valenciennes Club;FRA;D2 NOVICES DAMES;F
LIGET-LATUS;Clelia;Clelia LIGET-LATUS;Sport De Glace De Metz;FRA;D1 BENJAMINS DAMES;F
LOREAU;Audric;Audric LOREAU;Strasbourg Alsace Csg;FRA;D2 POUSSINS MESSIEURS;F
MAKA;Maeva;Maeva MAKA;Sport De Glace De Metz;FRA;D3 JUNIOR/SENIOR DAMES;F
MALETTE;Clara;Clara MALETTE;Club De Patinage Artistique De Reims;FRA;D2 BENJAMINS DAMES;F
MASLOVSKAYA;Eva;Eva MASLOVSKAYA;Mulhouse Asg;FRA;D3 MINIMES DAMES;F
MASSAUX;Maxine;Maxine MASSAUX;Mulhouse Asg;FRA;D2 POUSSINS DAMES;F
MASUREL;Olivia;Olivia MASUREL;Epwlm;FRA;D1 MINIMES DAMES;F
MATHIEU;Elsa;Elsa MATHIEU;Mulhouse Asg;FRA;D3 MINIMES DAMES;F
MENNESSIER-LARDAUX;Sasha;Sasha MENNESSIER-LARDAUX;Charleville Mezieres Sg;FRA;D3 MINIMES DAMES;F
MENUT;Lalie;Lalie MENUT;Amnevillois Club Des Sports De Glace;FRA;D2 BENJAMINS DAMES;F
MESNIL;Constance;Constance MESNIL;Epwlm;FRA;D2 BENJAMINS DAMES;F
METRAL;Axelle;Axelle METRAL;Club De Patinage Artistique De Reims;FRA;D3 JUNIOR/SENIOR DAMES;F
MORISOT-VINCENT;Tess;Tess MORISOT-VINCENT;Skating Club Compiegne Oise;FRA;D3 BENJAMINS DAMES;F
MOTILLA;Gianni;Gianni MOTILLA;Club De Patinage Artistique De Reims;FRA;D2 MINIMES MESSIEURS;F
OUDOT;Anais;Anais OUDOT;Club De Patinage Artistique De Reims;FRA;D2 NOVICES DAMES;F
OZCIMEN;Elif;Elif OZCIMEN;Charleville Mezieres Sg;FRA;D3 BENJAMINS DAMES;F
OZDAMAR;Aylin;Aylin OZDAMAR;Belfort Asm;FRA;D2 NOVICES DAMES;F
PALERMO;Nino;Nino PALERMO;Charleville Mezieres Sg;FRA;D3 BENJAMINS MESSIEURS;F
PARIZON;Ombeline;Ombeline PARIZON;Amiens Patinage Club;FRA;D3 NOVICES DAMES;F
PECQUET;Tom;Tom PECQUET;Skating Club Compiegne Oise;FRA;D1 NOVICES MESSIEURS;F
PEREIRA;Chiara;Chiara PEREIRA;Amnevillois Club Des Sports De Glace;FRA;D3 MINIMES DAMES;F
PIERSON;Harmonie;Harmonie PIERSON;Charleville Mezieres Sg;FRA;D2 MINIMES DAMES;F
PIGUET;Aurore;Aurore PIGUET;Amnevillois Club Des Sports De Glace;FRA;D3 JUNIOR/SENIOR DAMES;F
PROUVOT;Elyne;Elyne PROUVOT;Skating Club Compiegne Oise;FRA;D3 NOVICES DAMES;F
PROUX;Melina;Melina PROUX;Charleville Mezieres Sg;FRA;D1 MINIMES DAMES;F
QUESADA;Meline;Meline QUESADA;Club De Patinage Artistique De Reims;FRA;D2 POUSSINS DAMES;F
RAGON;Ines;Ines RAGON;Charleville Mezieres Sg;FRA;D3 BENJAMINS DAMES;F
RANDRIANALISOA;Mahatoky;Mahatoky RANDRIANALISOA;Club De Patinage Artistique De Reims;FRA;D2 POUSSINS DAMES;F
REINERT;Agathe;Agathe REINERT;Sport De Glace De Metz;FRA;D3 NOVICES DAMES;F
REININGER;Clara;Clara REININGER;Club De Patinage Artistique De Reims;FRA;D1 NOVICES DAMES;F
RIBEAUCOURT CLOART;Juliette;Juliette RIBEAUCOURT CLOART;Skate Hainaut Valenciennes Club;FRA;D2 NOVICES DAMES;F
RIBEIRO;Celia;Celia RIBEIRO;Charleville Mezieres Sg;FRA;D3 JUNIOR/SENIOR DAMES;F
RICAULT;Maely;Maely RICAULT;Charleville Mezieres Sg;FRA;D1 MINIMES DAMES;F
ROUVRAIS;Leo;Leo ROUVRAIS;Epwlm;FRA;D3 MINIMES MESSIEURS;F
RUDER;Robin;Robin RUDER;Strasbourg Alsace Csg;FRA;D2 POUSSINS MESSIEURS;F
RUDIC;Lina;Lina RUDIC;Amnevillois Club Des Sports De Glace;FRA;D3 MINIMES DAMES;F
SAHRAOUI;Meyssoun;Meyssoun SAHRAOUI;Belfort Asm;FRA;D1 MINIMES DAMES;F
SAIDANE;Noe;Noe SAIDANE;Epwlm;FRA;D3 MINIMES MESSIEURS;F
SEGURA;Guillaume;Guillaume SEGURA;Belfort Asm;FRA;D3 JUNIOR/SENIOR MESSIEURS;F
SIRLIN-LHOMME;Marceline;Marceline SIRLIN-LHOMME;Mulhouse Asg;FRA;D1 POUSSINS DAMES;F
TAHAR;Ilyana;Ilyana TAHAR;Amnevillois Club Des Sports De Glace;FRA;D2 NOVICES DAMES;F
TROMMENSCHLAGER;Roxane;Roxane TROMMENSCHLAGER;Mulhouse Asg;FRA;D2 POUSSINS DAMES;F
TRUONG;Oscar Kim;Oscar Kim TRUONG;Charleville Mezieres Sg;FRA;D2 MINIMES MESSIEURS;F
VAUTIER;Juliette;Juliette VAUTIER;Sport De Glace De Metz;FRA;D3 JUNIOR/SENIOR DAMES;F
VEYT;Léo;Léo VEYT;Skating Club Compiegne Oise;FRA;D3 BENJAMINS MESSIEURS;F
VEYT;Chloe;Chloe VEYT;Skating Club Compiegne Oise;FRA;D1 NOVICES DAMES;F
VOUILLON;Juliette;Juliette VOUILLON;Club De Patinage Artistique De Reims;FRA;D3 NOVICES DAMES;F
VOUILLON;Berenice;Berenice VOUILLON;Club De Patinage Artistique De Reims;FRA;D1 MINIMES DAMES;F
WARIN;Julia;Julia WARIN;Epwlm;FRA;D3 MINIMES DAMES;F
WESTERMANN;Faustine;Faustine WESTERMANN;Amnevillois Club Des Sports De Glace;FRA;D3 MINIMES DAMES;F
WOLFF;Louane;Louane WOLFF;Club De Patinage Artistique De Reims;FRA;D1 MINIMES DAMES;F
