Surname;First Name;Full name;Club;Nationality;Category;Genre
DESHAIES;Lois;Lois DESHAIES;Blagnac Patinage Sur Glace;FRA;Criterium Juniors Messieurs;M
DESHAIES;Danae;Danae DESHAIES;Blagnac Patinage Sur Glace;FRA;Criterium Minimes Dames;F
DINGER;Helena;Helena DINGER;Gap Axel;FRA;Criterium Juniors Dames;F
DIRKSMEIER;Tea;Tea DIRKSMEIER;Amnevillois Club Des Sports De Glace;FRA;Criterium Novices Dames;F
DOUSSY;Lea;Lea DOUSSY;Cergy Pontoise Csg;FRA;Criterium Juniors Dames;F
DUPARD;Josephine;Josephine DUPARD;Colombes Sur Glace;FRA;Criterium Benjamins Dames;F
ERNY;Saskia;Saskia ERNY;Toulouse Club De Patinage;FRA;Criterium Benjamins Dames;F
FEREDJ;Emyl;Emyl FEREDJ;Club Des Sports De Glace De Saint Ouen;FRA;Criterium Minimes Messieurs;M
FEURTET;Eliot;Eliot FEURTET;Espar;FRA;Criterium Novices Messieurs;M
FILLON;Ines;Ines FILLON;Dammarie Csg;FRA;Criterium Novices Dames;F
FOREST MORIN;Thais;Thais FOREST MORIN;Armor Sports De Glace;FRA;Criterium Novices Dames;F
FOURNAT;Mathy;Mathy FOURNAT;Montpellier Mediterranee Metropole Patinage;FRA;Criterium Benjamins Messieurs;M
FRADIN DE LINIERE;Estelle;Estelle FRADIN DE LINIERE;Club De Patinage De Colmar;FRA;Criterium Juniors Dames;F
FRITZ--CAGNAT;Emi;Emi FRITZ--CAGNAT;Sport De Glace De Metz;FRA;Criterium Minimes Dames;F
FRITZ--CAGNAT;Charlie;Charlie FRITZ--CAGNAT;Sport De Glace De Metz;FRA;Criterium Benjamins Dames;F
GABRIEL;Lana;Lana GABRIEL;Sport De Glace De Metz;FRA;Criterium Novices Dames;F
GAGNEUX OUAKININE;Lenny;Lenny GAGNEUX OUAKININE;Alpe D'huez Patinage Club;FRA;Criterium Benjamins Messieurs;M
GARCIA;Lya;Lya GARCIA;Narbonne Patinage En Liberte;FRA;Criterium Minimes Dames;F
GOBAIN;Loriane;Loriane GOBAIN;Cergy Pontoise Csg;FRA;Criterium Minimes Dames;F
GOSTOLI;Alessandro;Alessandro GOSTOLI;Louviers Ice Skating Club;FRA;Criterium Minimes Messieurs;M
GUILLOTEAU;Hugo;Hugo GUILLOTEAU;Toulouse Club De Patinage;FRA;Criterium Novices Messieurs;M
GWOSDZ;Loreleï;Loreleï GWOSDZ;Caen Acsel;FRA;Criterium Benjamins Dames;F
HALEGUA;Charline;Charline HALEGUA;Roannais Patinage Artistique;FRA;Criterium Minimes Dames;F
HAUPTMANN;Iris;Iris HAUPTMANN;Champigny Csg;FRA;Criterium Minimes Dames;F
HERAUD;Matheo;Matheo HERAUD;Club De Patinage Artistique De Reims;FRA;Criterium Novices Messieurs;M
HERVE;Mia;Mia HERVE;Toulouse Club De Patinage;FRA;Criterium Benjamins Dames;F
IAFRATE;Morgan;Morgan IAFRATE;Skating Club Compiegne Oise;FRA;Criterium Minimes Messieurs;M
JANKOWSKI;Adam;Adam JANKOWSKI;Academie Sports De Glace Dijon-Bourgogne;FRA;Criterium Minimes Messieurs;M
KACI;Lola;Lola KACI;Briancon Les Escartons;FRA;Criterium Minimes Dames;F
KHACHAB;Mayane;Mayane KHACHAB;Club Olympique De Courbevoie;FRA;Criterium Minimes Dames;F
LAMARRE;Mathis;Mathis LAMARRE;Belfort Asm;FRA;Criterium Juniors Messieurs;M
LAMBOLEY;Milla;Milla LAMBOLEY;Besancon Ass Patinage Artistique;FRA;Criterium Novices Dames;F
LANEEUW;Lea;Lea LANEEUW;Caen Acsel;FRA;Criterium Benjamins Dames;F
LASRY;Alyssa;Alyssa LASRY;Caen Acsel;FRA;Criterium Minimes Dames;F
LE BARON MALISSON;Tanais;Tanais LE BARON MALISSON;Hockey Patinage Romorantinais;FRA;Criterium Minimes Dames;F
LE ROCH;Kim;Kim LE ROCH;Caen Acsel;FRA;Criterium Benjamins Dames;F
LEBRAN;Thayana;Thayana LEBRAN;Marseille Phoceenne Sg;FRA;Criterium Novices Dames;F
LEFEVRE SAULI;Pauline -;Pauline LEFEVRE - SAULI;Rennes Csg;FRA;Criterium Novices Dames;F
LEGENTILHOMME;Laora;Laora LEGENTILHOMME;Nantes Sports Glace;FRA;Criterium Minimes Dames;F
LEMARIE;Celinie;Celinie LEMARIE;Skate Hainaut Valenciennes Club;FRA;Criterium Benjamins Dames;F
LENFANT;Sarah;Sarah LENFANT;Espar;FRA;Criterium Minimes Dames;F
MAIGA;Leyla;Leyla MAIGA;Paris Club Francais Volants;FRA;Criterium Minimes Dames;F
MAILLARD;Louna;Louna MAILLARD;Clermont Auvergne Patinage Artistique;FRA;Criterium Minimes Dames;F
MARIN;Josepha;Josepha MARIN;Rennes Csg;FRA;Criterium Juniors Dames;F
MARTINEZ;Rachel;Rachel MARTINEZ;Font Romeu Club Glace;FRA;Criterium Novices Dames;F
MEDARD;Nicolas;Nicolas MEDARD;Brian Joubert Poitiers Glace;FRA;Criterium Juniors Messieurs;M
MESNIL;Corentine;Corentine MESNIL;Chamonix Club Des Sports;FRA;Criterium Novices Dames;F
METEAU;Ethan;Ethan METEAU;Academie Sports De Glace Dijon-Bourgogne;FRA;Criterium Novices Messieurs;M
METRAL;Axelle;Axelle METRAL;Club De Patinage Artistique De Reims;FRA;Criterium Seniors Dames;F
MONFORT;Solene;Solene MONFORT;Armor Sports De Glace;FRA;Criterium Seniors Dames;F
NETTO;Garlone;Garlone NETTO;Boulogne Acbb;FRA;Criterium Juniors Dames;F
NGUYEN FRISON;Linda;Linda NGUYEN FRISON;Colombes Sur Glace;FRA;Criterium Benjamins Dames;F
OURAHMOUNE;Silya;Silya OURAHMOUNE;Asnieres Patinage;FRA;Criterium Benjamins Dames;F
OYAGA SALINAS;Leia;Leia OYAGA SALINAS;Gap Axel;FRA;Criterium Novices Dames;F
PANNEAU-THIERY;Lola;Lola PANNEAU-THIERY;Franconville Sg;FRA;Criterium Minimes Dames;F
PARNAUDEAU;Maelys;Maelys PARNAUDEAU;Poitevin Stade Club De Glace;FRA;Criterium Minimes Dames;F
PEYROUT;Axel;Axel PEYROUT;Patinage Artistique Briviste;FRA;Criterium Benjamins Messieurs;M
PIGUET;Aurore;Aurore PIGUET;Amnevillois Club Des Sports De Glace;FRA;Criterium Juniors Dames;F
PROUVOT;Elyne;Elyne PROUVOT;Skating Club Compiegne Oise;FRA;Criterium Novices Dames;F
RADIGON;Pauline;Pauline RADIGON;Dammarie Csg;FRA;Criterium Novices Dames;F
RENAUD;Shylina;Shylina RENAUD;Nantes Sports Glace;FRA;Criterium Minimes Dames;F
ROBIC;Nolwenn;Nolwenn ROBIC;Franconville Sg;FRA;Criterium Minimes Dames;F
ROUSSEL;Ethan;Ethan ROUSSEL;Briancon Les Escartons;FRA;Criterium Minimes Messieurs;M
ROUVRAIS;Leo;Leo ROUVRAIS;Epwlm;FRA;Criterium Minimes Messieurs;M
ROVAGNA;Luna;Luna ROVAGNA;Briancon Les Escartons;FRA;Criterium Novices Dames;F
SAIDANE;Noe;Noe SAIDANE;Epwlm;FRA;Criterium Minimes Messieurs;M
SAVY;Alice;Alice SAVY;Association Nice Baies Des Anges;FRA;Criterium Novices Dames;F
SCHMITT;Tanguy;Tanguy SCHMITT;Amnevillois Club Des Sports De Glace;FRA;Criterium Juniors Messieurs;M
SEGURA;Guillaume;Guillaume SEGURA;Belfort Asm;FRA;Criterium Juniors Messieurs;M
SEGUY;Manon;Manon SEGUY;Patinage Artistique Briviste;FRA;Criterium Novices Dames;F
SEGUY;Clara;Clara SEGUY;Patinage Artistique Briviste;FRA;Criterium Minimes Dames;F
TADDEI- DUGUE;Tahory;Tahory TADDEI- DUGUE;Vitry Esv Patinage;FRA;Criterium Novices Messieurs;M
TRIBOUILLARD;Julien;Julien TRIBOUILLARD;Havre Athletic Club Patinage Artistique;FRA;Criterium Juniors Messieurs;M
VALIENTE;Timothe;Timothe VALIENTE;Asnieres Patinage;FRA;Criterium Benjamins Messieurs;M
VICARI;Agathe;Agathe VICARI;Gap Axel;FRA;Criterium Juniors Dames;F
VIGNOLE;Loan;Loan VIGNOLE;Club Olympique Patinage Nimois;FRA;Criterium Benjamins Messieurs;M
VISA AUQUE;Pol;Pol VISA AUQUE;Font Romeu Club Glace;FRA;Criterium Benjamins Messieurs;M
VISA AUQUE;Naila;Naila VISA AUQUE;Font Romeu Club Glace;FRA;Criterium Minimes Dames;F
VOUILLON;Juliette;Juliette VOUILLON;Club De Patinage Artistique De Reims;FRA;Criterium Novices Dames;F
VOYER;Molly;Molly VOYER;Chamonix Club Des Sports;FRA;Criterium Juniors Dames;F
WATBOT HENOT;Esther;Esther WATBOT HENOT;Rennes Csg;FRA;Criterium Novices Dames;F
WEHMEYER;Tess;Tess WEHMEYER;Boulogne Acbb;FRA;Criterium Juniors Dames;F
ZAMI;Lenny;Lenny ZAMI;Espar;FRA;Criterium Benjamins Messieurs;M
