Surname;First Name;Full name;Club;Nationality;Category;Genre
COMTE--MAHIEU;Kalie;Kalie COMTE--MAHIEU;Castres Sports De Glace;FRA;CATEGORIE A MODIFIE MINIMES Dames;F
CORTET;Real;Real CORTET;Montpellier Mediterranee Metropole Patinage;FRA;CATEGORIE C BENJAMINS Messieurs;M
COURTIN;Emy;Emy COURTIN;Font Romeu Club Glace;FRA;CATEGORIE B MINIMES Dames;F
CUENCA;Pauline;Pauline CUENCA;Font Romeu Club Glace;FRA;BASIC NOVICE MINIMES/NOVICES Dames;F
CULLELL;Nina;Nina CULLELL;Font Romeu Club Glace;FRA;F1 JUNIORS Dames;F
CULLELL;Fanny;Fanny CULLELL;Font Romeu Club Glace;FRA;CATEGORIE B NOVICES Dames;F
DENOYELLE;Jeanne;Jeanne DENOYELLE;Club Olympique Patinage Nimois;FRA;CATEGORIE A OPEN MINIMES Dames;F
DENOYELLE;Leonie;Leonie DENOYELLE;Club Olympique Patinage Nimois;FRA;BASIC NOVICE MINIMES/NOVICES Dames;F
DESHAIES;Danae;Danae DESHAIES;Blagnac Patinage Sur Glace;FRA;F2 MINIMES Dames;F
DESHAIES;Lois;Lois DESHAIES;Blagnac Patinage Sur Glace;FRA;F2 JUNIORS Messieurs;M
DUBROCA;Polina;Polina DUBROCA;Anglet Sports De Glace;FRA;N2 MINIMES Dames;F
DUPIN;Mailis;Mailis DUPIN;Blagnac Patinage Sur Glace;FRA;BASIC NOVICE MINIMES/NOVICES Dames;F
ERNY;Saskia;Saskia ERNY;Toulouse Club De Patinage;FRA;CATEGORIE A BENJAMINS Dames;F
ERY-PEYTAVY;Zoé;Zoé ERY-PEYTAVY;Castres Sports De Glace;FRA;BASIC NOVICE MINIMES/NOVICES Dames;F
ESCAPE;Chloé;Chloé ESCAPE;Font Romeu Club Glace;FRA;BASIC NOVICE MINIMES/NOVICES Dames;F
ESCUDIE--BERTRAND;Camille;Camille ESCUDIE--BERTRAND;Blagnac Patinage Sur Glace;FRA;BASIC NOVICE MINIMES/NOVICES Dames;F
ETIENNE;Margaux;Margaux ETIENNE;Castres Sports De Glace;FRA;CATEGORIE OPEN B MINIMES Dames;F
FAVARETTO;Anais;Anais FAVARETTO;Anglet Sports De Glace;FRA;CATEGORIE B MINIMES Dames;F
FOURNAT;Mathy;Mathy FOURNAT;Montpellier Mediterranee Metropole Patinage;FRA;CATEGORIE A BENJAMINS Messieurs;M
FOURNAT;Hanae;Hanae FOURNAT;Montpellier Mediterranee Metropole Patinage;FRA;CATEGORIE A OPEN NOVICES Dames;F
FUCHS;Perrine;Perrine FUCHS;Blagnac Patinage Sur Glace;FRA;CATEGORIE A MODIFIE MINIMES Dames;F
GARCIA;Lya;Lya GARCIA;Narbonne Patinage En Liberte;FRA;F1 MINIMES Dames;F
GENIEZ;Clara;Clara GENIEZ;Montpellier Mediterranee Metropole Patinage;FRA;F2 NOVICES Dames;F
GLORIEUX;Alice;Alice GLORIEUX;Club Olympique Patinage Nimois;FRA;CATEGORIE A MODIFIE NOVICES Dames;F
GOUSSARD;Célia;Célia GOUSSARD;Montpellier Mediterranee Metropole Patinage;FRA;BASIC NOVICE MINIMES/NOVICES Dames;F
GOYARD;Luna;Luna GOYARD;Narbonne Patinage En Liberte;FRA;BASIC NOVICE MINIMES/NOVICES Dames;F
GRATALON;Maloe;Maloe GRATALON;Club Olympique Patinage Nimois;FRA;CATEGORIE A BENJAMINS Dames;F
GUILLOTEAU;Hugo;Hugo GUILLOTEAU;Toulouse Club De Patinage;FRA;F1 NOVICES Messieurs;M
HAMERLING-GIUSTINIANI;Mila;Mila HAMERLING-GIUSTINIANI;Montpellier Mediterranee Metropole Patinage;FRA;CATEGORIE B BENJAMINS Dames;F
HAYE;Quentin;Quentin HAYE;Valence Patinage Artistique;FRA;F1 SENIORS Messieurs;M
HERVE;Mia;Mia HERVE;Toulouse Club De Patinage;FRA;F2 BENJAMINS Dames;F
HILS;Anna;Anna HILS;Blagnac Patinage Sur Glace;FRA;BASIC NOVICE MINIMES/NOVICES Dames;F
INNOCENT;Tessa;Tessa INNOCENT;Club Olympique Patinage Nimois;FRA;F1 MINIMES Dames;F
ISMAILI;Zakaria;Zakaria ISMAILI;Club Olympique Patinage Nimois;FRA;INTERMEDIAIRE JUNIORS/SENIORS Messieurs;M
KARMOUNI;Inès;Inès KARMOUNI;Club Olympique Patinage Nimois;FRA;BASIC NOVICE MINIMES/NOVICES Dames;F
KARMOUNI;Lina;Lina KARMOUNI;Club Olympique Patinage Nimois;FRA;CATEGORIE A OPEN MINIMES Dames;F
KIGEL;Michelle;Michelle KIGEL;Montpellier Mediterranee Metropole Patinage;FRA;CATEGORIE OPEN B MINIMES Dames;F
LAFTESS;Eden;Eden LAFTESS;Montpellier Mediterranee Metropole Patinage;FRA;CATEGORIE A OPEN MINIMES Dames;F
LAURENCENA;Angelina;Angelina LAURENCENA;Anglet Sports De Glace;FRA;N2 MINIMES Dames;F
LE SAINT HUBY;Paloma;Paloma LE SAINT HUBY;Toulouse Club De Patinage;FRA;F2 JUNIORS Dames;F
MARGARIDO PEREIRA;Tania;Tania MARGARIDO PEREIRA;Toulouse Club De Patinage;FRA;N1 SENIORS Dames;F
MARTINEZ;Rachel;Rachel MARTINEZ;Font Romeu Club Glace;FRA;F1 NOVICES Dame;F
MARTY;Elisa;Elisa MARTY;Blagnac Patinage Sur Glace;FRA;F2 JUNIORS Dames;F
MAZET-BOURGOIS;Doriane;Doriane MAZET-BOURGOIS;Montpellier Mediterranee Metropole Patinage;FRA;CATEGORIE A MODIFIE MINIMES Dames;F
MELLONE;Marilou;Marilou MELLONE;Montpellier Mediterranee Metropole Patinage;FRA;CATEGORIE A MODIFIE MINIMES Dames;F
MERY;Mathilde;Mathilde MERY;Montpellier Mediterranee Metropole Patinage;FRA;CATEGORIE A OPEN MINIMES Dames;F
MEYER;Erin;Erin MEYER;Font Romeu Club Glace;FRA;BASIC NOVICE MINIMES/NOVICES Dames;F
NECA;Lena;Lena NECA;Blagnac Patinage Sur Glace;FRA;F2 MINIMES Dames;F
NICETAS;Tiffany;Tiffany NICETAS;Blagnac Patinage Sur Glace;FRA;INTERMEDIAIRE JUNIORS/SENIORS Dames;F
NIZAN;Tahys;Tahys NIZAN;Montpellier Mediterranee Metropole Patinage;FRA;BASIC NOVICE MINIMES/NOVICES Dames;F
PAGES;Anais;Anais PAGES;Blagnac Patinage Sur Glace;FRA;F2 JUNIORS Dames;F
PASTEUR;Elise;Elise PASTEUR;Toulouse Club De Patinage;FRA;BASIC NOVICE JUNIORS/SENIORS Dames;F
PAULEY;Rose;Rose PAULEY;Font Romeu Club Glace;FRA;CATEGORIE A MINIMES Dames;F
PELATAN-DEBEAUNE;Abigael;Abigael PELATAN-DEBEAUNE;Club Olympique Patinage Nimois;FRA;CATEGORIE A OPEN MINIMES Messieurs;M
PERRIER;Celeste;Celeste PERRIER;Montpellier Mediterranee Metropole Patinage;FRA;CATEGORIE A OPEN NOVICES Dames;F
POLO;Faustine;Faustine POLO;Club Olympique Patinage Nimois;FRA;BASIC NOVICE MINIMES/NOVICES Dames;F
POLO;Lea;Lea POLO;Club Olympique Patinage Nimois;FRA;CATEGORIE A MODIFIE JUNIORS/SENIORS Dames;F
REUTER;Lena;Lena REUTER;Anglet Sports De Glace;FRA;CATEGORIE A OPEN MINIMES Dames;F
REY;Themis;Themis REY;Toulouse Club De Patinage;FRA;F2 BENJAMINS Dames;F
RUGGIERI;Myrtille;Myrtille RUGGIERI;Montpellier Mediterranee Metropole Patinage;FRA;CATEGORIE A MODIFIE MINIMES Dames;F
SANDOVAL. ROUGON;Samantha;Samantha SANDOVAL. ROUGON;Toulouse Club De Patinage;FRA;BASIC NOVICE MINIMES/NOVICES Dames;F
SIMON-GUERIN;Naissa;Naissa SIMON-GUERIN;Toulouse Club De Patinage;FRA;F2 MINIMES Dames;F
SIRE;Llesami;Llesami SIRE;Font Romeu Club Glace;FRA;BASIC NOVICE MINIMES/NOVICES Messieurs;M
TARZAALI;Maelys;Maelys TARZAALI;Toulouse Club De Patinage;FRA;CATEGORIE A OPEN MINIMES Dames;F
VERGE SYVETS;Anna;Anna VERGE SYVETS;Blagnac Patinage Sur Glace;FRA;CATEGORIE B BENJAMINS Dames;F
VIALA;Clemence;Clemence VIALA;Toulouse Club De Patinage;FRA;F2 BENJAMINS Dames;F
VIALA;Marion;Marion VIALA;Toulouse Club De Patinage;FRA;CATEGORIE A OPEN MINIMES Dames;F
VIGNOLE;Loan;Loan VIGNOLE;Club Olympique Patinage Nimois;FRA;F2 BENJAMINS Messieurs;M
VISA AUQUE;Pol;Pol VISA AUQUE;Font Romeu Club Glace;FRA;F2 BENJAMINS Messieurs;M
VISA AUQUE;Naila;Naila VISA AUQUE;Font Romeu Club Glace;FRA;F2 MINIMES Dames;F
YANDIBENE-PIGOT;Emma;Emma YANDIBENE-PIGOT;Anglet Sports De Glace;FRA;CATEGORIE A POUSSINS Dames;F
