Surname;First Name;Full name;Club;Nationality;Category;Genre
PAULY;Tatiana;Tatiana PAULY;Brian Joubert Poitiers Glace;FRA;N2 Benjamin Dames;F
PECHENIK;Yana;Yana PECHENIK;Dammarie Csg;FRA;N1 Minime Dames;F
PECQUET;Tom;Tom PECQUET;Skating Club Compiegne Oise;FRA;N2 Novice Messieurs;M
PERCOT;Ilona;Ilona PERCOT;Association La Roche Sur Yon;FRA;N2 Novice Dames;F
POLIKANOVAS;Elisabet;Elisabet POLIKANOVAS;Champigny Csg;FRA;N1 Novice Dames;F
PONCHAUT-THERY;Olivia;Olivia PONCHAUT-THERY;Dammarie Csg;FRA;N2 Minime Dames Serie 1;F
PONSART;Romain;Romain PONSART;Charleville Mezieres Sg;FRA;N1 Senior Messieurs;M
PRIEUR DU PERRAY;Timothee;Timothee PRIEUR DU PERRAY;Asso Choletaise De Patinage Sur Glace;FRA;N2 Benjamin Messieurs;M
PROUX;Melina;Melina PROUX;Charleville Mezieres Sg;FRA;N1 Minime Dames;F
RAKOTOZAFY;Sarah;Sarah RAKOTOZAFY;Dammarie Csg;FRA;N1 Minime Dames;F
REININGER;Clara;Clara REININGER;Club De Patinage Artistique De Reims;FRA;N1 Junior Dames;F
RICAULT;Maely;Maely RICAULT;Charleville Mezieres Sg;FRA;N1 Minime Dames;F
RIGAUDEAU;Lilou;Lilou RIGAUDEAU;Asso Choletaise De Patinage Sur Glace;FRA;N1 Junior Dames;F
RITCHIE;Sylvain;Sylvain RITCHIE;Brian Joubert Poitiers Glace;FRA;N1 Novice Messieurs;M
RIVAUD;Lise;Lise RIVAUD;Boulogne Acbb;FRA;N1 Minime Dames;F
ROLS;Joshua;Joshua ROLS;Brian Joubert Poitiers Glace;FRA;N1 Senior Messieurs;M
ROLS;Xan;Xan ROLS;Brian Joubert Poitiers Glace;FRA;N1 Senior Messieurs;M
ROUXEL;Coraline;Coraline ROUXEL;Club Olympique De Courbevoie;FRA;N2 Senior Dames;F
SAJINOVIC;Sasha;Sasha SAJINOVIC;Club Olympique De Courbevoie;FRA;N1 Minime Dames;F
SAUVAGET;Anton;Anton SAUVAGET;Colombes Sur Glace;FRA;N1 Novice Messieurs;M
SIMON;Camille Mathilde;Camille Mathilde SIMON;Club Olympique De Courbevoie;FRA;N2 Junior Dames;F
SPRUNG;Sophie;Sophie SPRUNG;Club Olympique De Courbevoie;FRA;N1 Junior Dames;F
SPRUNG;Hannah;Hannah SPRUNG;Club Olympique De Courbevoie;FRA;N1 Junior Dames;F
STEMPER;Charly;Charly STEMPER;Dammarie Csg;FRA;N1 Junior Dames;F
TANDON;Emma;Emma TANDON;Dammarie Csg;FRA;N2 Minime Dames Serie 1;F
THOMANN;Elian;Elian THOMANN;Club Olympique De Courbevoie;FRA;N2 Benjamin Messieurs;M
VANDAMME;Misha;Misha VANDAMME;Boulogne Acbb;FRA;N2 Benjamin Dames;F
VANGREVELYNGHE;Leane;Leane VANGREVELYNGHE;Hockey Patinage Romorantinais;FRA;N1 Junior Dames;F
VEILLARD GUISSET;Clemence;Clemence VEILLARD GUISSET;Boulogne Acbb;FRA;N1 Junior Dames;F
VERMEULEN;Victoria;Victoria VERMEULEN;Club Olympique De Courbevoie;FRA;N2 Novice Dames;F
VEYT;Chloe;Chloe VEYT;Skating Club Compiegne Oise;FRA;N1 Novice Dames;F
VIVIEN;Aleksandra;Aleksandra VIVIEN;Champigny Csg;FRA;N1 Junior Dames;F
VOUILLON;Berenice;Berenice VOUILLON;Club De Patinage Artistique De Reims;FRA;N1 Minime Dames;F
WOLFF;Louane;Louane WOLFF;Club De Patinage Artistique De Reims;FRA;N1 Minime Dames;F
YAJJOU;Yasmeen;Yasmeen YAJJOU;Franconville Sg;FRA;N1 Novice Dames;F
YANG;Adeline;Adeline YANG;Asso Choletaise De Patinage Sur Glace;FRA;N2 Benjamin Dames;F
