Surname;First Name;Full name;Club;Nationality;Category;Genre
EDDABE;Layla;Layla EDDABE;Strasbourg Alsace Csg;FRA;N2 Novice Dames;F
ESCROUZAILLES;Lou;Lou ESCROUZAILLES;Annecy Sports Glace;FRA;N2 Minime Dames;F
FOFANA;Maya;Maya FOFANA;Paris Club Francais Volants;FRA;N2 Benjamin Dames;F
FROETSCHER;Clara;Clara FROETSCHER;Association Nice Baies Des Anges;FRA;N2 Minime Dames;F
GAGNARD;Aline;Aline GAGNARD;Skating Club Compiegne Oise;FRA;N2 Minime Dames;F
GARCIA;Carla;Carla GARCIA;Mulhouse Asg;FRA;N1 Minime Dames;F
GARNEAU;Natasha;Natasha GARNEAU;Association Nice Baies Des Anges;FRA;N1 Benjamin Dames;F
GERARD;Hannah;Hannah GERARD;Dammarie Csg;FRA;N2 Benjamin Dames;F
GERBIER;Prune;Prune GERBIER;Club De Patinage De Colmar;FRA;N2 Minime Dames;F
GHEBBARI;Kony;Kony GHEBBARI;Mulhouse Asg;FRA;N2 Junior Dames;F
GHEBBARI;Kirsten;Kirsten GHEBBARI;Mulhouse Asg;FRA;N1 Minime Dames;F
GHODBANE;Ly Ann;Ly Ann GHODBANE;Sport De Glace De Metz;FRA;N2 Novice Dames;F
GLADKI;Stefania;Stefania GLADKI;Association Nice Baies Des Anges;FRA;N1 Novice Dames;F
GOBLET;Chloé;Chloé GOBLET;Amiens Patinage Club;FRA;N2 Minime Dames;F
GOGITIDZE;Ilia;Ilia GOGITIDZE;Annecy Sports Glace;FRA;N1 Novice Messieurs;M
GUERRAH;Lea;Lea GUERRAH;Asnieres Patinage;FRA;N2 Poussin Dames;F
HAZOTTE;Lola;Lola HAZOTTE;Amnevillois Club Des Sports De Glace;FRA;N1 Minime Dames;F
HIADLOVSKA;Emma;Emma HIADLOVSKA;Annecy Sports Glace;FRA;N1 Junior Dames;F
HUART;Salome;Salome HUART;Charleville Mezieres Sg;FRA;N1 Novice Dames;F
JANET;Margaux;Margaux JANET;Lyon Glace Patinage;FRA;N1 Novice Dames;F
JOULIA;Margaux;Margaux JOULIA;Club De Patinage Artistique De Reims;FRA;N2 Benjamin Dames;F
KHALIDY;Sarah;Sarah KHALIDY;Charleville Mezieres Sg;FRA;N2 Novice Dames;F
LAENG;Julie;Julie LAENG;Strasbourg Alsace Csg;FRA;N2 Minime Dames;F
LAGUERRE;Lily-Rose;Lily-Rose LAGUERRE;Annecy Sports Glace;FRA;N1 Minime Dames;F
LAMARRE;Alix;Alix LAMARRE;Belfort Asm;FRA;N2 Minime Dames;F
LAMBOLEY;Aislinn;Aislinn LAMBOLEY;Besancon Ass Patinage Artistique;FRA;N2 Novice Dames;F
LECESNE;Jade;Jade LECESNE;Annecy Sports Glace;FRA;N2 Novice Dames;F
LEGENDRE;Olivia;Olivia LEGENDRE;Strasbourg Alsace Csg;FRA;N2 Poussin Dames;F
LEMOINE;Nell;Nell LEMOINE;Skate Hainaut Valenciennes Club;FRA;N2 Novice Dames;F
LESEIGNEUR;Elodie;Elodie LESEIGNEUR;Mulhouse Asg;FRA;N1 Junior Dames;F
LIGET-LATUS;Clelia;Clelia LIGET-LATUS;Sport De Glace De Metz;FRA;N1 Minime Dames;F
LIISANANTTI;Fanny Sofia;Fanny Sofia LIISANANTTI;Association Nice Baies Des Anges;FRA;N2 Minime Dames;F
LIROT;Alexandre;Alexandre LIROT;Dammarie Csg;FRA;N2 Benjamin Messieurs;M
LOEZ;Jeanne;Jeanne LOEZ;Club France;FRA;N1 Junior Dames;F
LUNATTI;Ilona;Ilona LUNATTI;Association Nice Baies Des Anges;FRA;N1 Junior Dames;F
LUSCALOV;Teodora;Teodora LUSCALOV;Lyon Glace Patinage;FRA;N2 Junior Dames;F
MACRE;Ilana;Ilana MACRE;Asnieres Patinage;FRA;N2 Minime Dames;F
MALETTE;Clara;Clara MALETTE;Club De Patinage Artistique De Reims;FRA;N2 Benjamin Dames;F
MARECHAL;Tiara;Tiara MARECHAL;Association Nice Baies Des Anges;FRA;N2 Minime Dames;F
MARECHAL;Elea;Elea MARECHAL;Association Nice Baies Des Anges;FRA;N1 Novice Dames;F
MAYINDU;Clemence;Clemence MAYINDU;Dammarie Csg;FRA;N1 Senior Dames;F
MENUT;Lalie;Lalie MENUT;Amnevillois Club Des Sports De Glace;FRA;N2 Benjamin Dames;F
MIZOKAMI;Laïla;Laïla MIZOKAMI;Association Nice Baies Des Anges;FRA;N2 Benjamin Dames;F
MOTILLA;Gianni;Gianni MOTILLA;Club De Patinage Artistique De Reims;FRA;N2 Minime Messieurs;M
MULLER;Alya;Alya MULLER;Club De Patinage De Colmar;FRA;N2 Minime Dames;F
NEHEMIA;Tahlie;Tahlie NEHEMIA;Club De Patinage De Colmar;FRA;N2 Benjamin Dames;F
NUCCI;Mathilde;Mathilde NUCCI;Lyon Glace Patinage;FRA;N2 Novice Dames;F
OBANDO;Emilie;Emilie OBANDO;Asnieres Patinage;FRA;N1 Minime Dames;F
OUDOT;Anais;Anais OUDOT;Club De Patinage Artistique De Reims;FRA;N2 Novice Dames;F
OZDAMAR;Aylin;Aylin OZDAMAR;Belfort Asm;FRA;N2 Novice Dames;F
PECHENIK;Yana;Yana PECHENIK;Dammarie Csg;FRA;N1 Minime Dames;F
PECQUET;Tom;Tom PECQUET;Skating Club Compiegne Oise;FRA;N2 Novice Messieurs;M
PELTIER;Clemence;Clemence PELTIER;Strasbourg Alsace Csg;FRA;N1 Novice Dames;F
PIERSON;Harmonie;Harmonie PIERSON;Charleville Mezieres Sg;FRA;N2 Minime Dames;F
PONCHAUT-THERY;Olivia;Olivia PONCHAUT-THERY;Dammarie Csg;FRA;N2 Minime Dames;F
PROUX;Melina;Melina PROUX;Charleville Mezieres Sg;FRA;N1 Minime Dames;F
RAKOTOZAFY;Sarah;Sarah RAKOTOZAFY;Dammarie Csg;FRA;N1 Novice Dames;F
RAPESO;Alessio;Alessio RAPESO;Dunkerque Patinage;FRA;N2 Junior Messieurs;M
REININGER;Clara;Clara REININGER;Club De Patinage Artistique De Reims;FRA;N1 Junior Dames;F
RIBEAUCOURT CLOART;Juliette;Juliette RIBEAUCOURT CLOART;Skate Hainaut Valenciennes Club;FRA;N2 Novice Dames;F
RICAULT;Maely;Maely RICAULT;Charleville Mezieres Sg;FRA;N1 Minime Dames;F
RICHOMME;Lea;Lea RICHOMME;Lyon Glace Patinage;FRA;N2 Junior Dames;F
ROMAND;Margot;Margot ROMAND;Annecy Sports Glace;FRA;N2 Novice Dames;F
ROQUE;Romane;Romane ROQUE;Lyon Glace Patinage;FRA;N2 Novice Dames;F
RUDER;Robin;Robin RUDER;Strasbourg Alsace Csg;FRA;N2 Poussin Messieurs;M
SAHRAOUI;Meyssoun;Meyssoun SAHRAOUI;Belfort Asm;FRA;N1 Minime Dames;F
SALSINI;Lenaura;Lenaura SALSINI;Alpe D'huez Patinage Club;FRA;N2 Poussin Dames;F
SATFAOUI;Isma;Isma SATFAOUI;Lyon Glace Patinage;FRA;N2 Junior Dames;F
SIBELLE;Eulalie;Eulalie SIBELLE;Lyon Glace Patinage;FRA;N2 Junior Dames;F
SIRLIN-LHOMME;Marceline;Marceline SIRLIN-LHOMME;Mulhouse Asg;FRA;N2 Poussin Dames;F
SPINAR;Corentin;Corentin SPINAR;Annecy Sports Glace;FRA;N1 Senior Messieurs;M
STEMPER;Charly;Charly STEMPER;Dammarie Csg;FRA;N1 Junior Dames;F
TAHAR;Ilyana;Ilyana TAHAR;Amnevillois Club Des Sports De Glace;FRA;N2 Novice Dames;F
TANDON;Emma;Emma TANDON;Dammarie Csg;FRA;N2 Minime Dames;F
TELEMAQUE;Romane;Romane TELEMAQUE;Dammarie Csg;FRA;N2 Minime Dames;F
TROMMENSCHLAGER;Roxane;Roxane TROMMENSCHLAGER;Mulhouse Asg;FRA;N2 Poussin Dames;F
VERBAT;Daniel;Daniel VERBAT;Annecy Sports Glace;FRA;N1 Novice Messieurs;M
VEYT;Chloe;Chloe VEYT;Skating Club Compiegne Oise;FRA;N1 Novice Dames;F
VOUILLON;Berenice;Berenice VOUILLON;Club De Patinage Artistique De Reims;FRA;N1 Minime Dames;F
WOLFF;Louane;Louane WOLFF;Club De Patinage Artistique De Reims;FRA;N1 Minime Dames;F
