Surname;First Name;Full name;Club;Nationality;Category;Genre
MARC;Emma;Emma MARC;Castres Sports De Glace;FRA;CAT B BENJAMIN FILLES;F
MARTINEZ;Rachel;Rachel MARTINEZ;Font Romeu Club Glace;FRA;F1 NOVICE FILLES;F
MARTY;Elisa;Elisa MARTY;Blagnac Patinage Sur Glace;FRA;F2 JUNIOR FILLES;F
MATHURIN SALMON;Zoe;Zoe MATHURIN SALMON;Club Patinage Artistique Limoges;FRA;F2 NOVICE FILLES;F
MEYER;Erin;Erin MEYER;Font Romeu Club Glace;FRA;BASIC NOVICE MINIME/NOVICE FILLES;F
NECA;Lena;Lena NECA;Blagnac Patinage Sur Glace;FRA;F2 MINIME FILLES;F
NICETAS;Tiffany;Tiffany NICETAS;Blagnac Patinage Sur Glace;FRA;INTERMEDIARE JUNIOR/SENIOR FILLES;F
PAGES;Anais;Anais PAGES;Blagnac Patinage Sur Glace;FRA;F2 JUNIOR FILLES;F
PAGNOUT;Elora;Elora PAGNOUT;Club Patinage Artistique Limoges;FRA;F2 MINIME FILLES;F
PARNAUDEAU;Maelys;Maelys PARNAUDEAU;Poitevin Stade Club De Glace;FRA;F1 MINIME FILLES;F
PASCUAL;Laura;Laura PASCUAL;Toulouse Club De Patinage;FRA;CAT B OPEN MINIME FILLES;F
PASTEUR;Elise;Elise PASTEUR;Toulouse Club De Patinage;FRA;BASIC NOVICE JUNIOR/SENIOR FILLES;F
PAULEY;Rose;Rose PAULEY;Font Romeu Club Glace;FRA;CAT A OPEN MINIME FILLES;F
PELATAN-DEBEAUNE;Abigael;Abigael PELATAN-DEBEAUNE;Club Olympique Patinage Nimois;FRA;BASIC NOVICE MINIME/NOVICE GARCONS;F
PITIE;Syrine;Syrine PITIE;Toulouse Club De Patinage;FRA;CAT C BENJAMIN FILLES;F
POLO;Lea;Lea POLO;Club Olympique Patinage Nimois;FRA;CAT A MODIFIE JUNIOR/SENIOR FILLES;F
POLO;Faustine;Faustine POLO;Club Olympique Patinage Nimois;FRA;F2 MINIME FILLES;F
REUTER;Lena;Lena REUTER;Anglet Sports De Glace;FRA;BASIC NOVICE MINIME/NOVICE FILLES;F
REY;Themis;Themis REY;Toulouse Club De Patinage;FRA;F2 BENJAMIN FILLES;F
SANDOVAL. ROUGON;Samantha;Samantha SANDOVAL. ROUGON;Toulouse Club De Patinage;FRA;F1 MINIME FILLES;F
SANTOS;Yohan;Yohan SANTOS;Toulouse Club De Patinage;FRA;N2 SENIOR GARCONS;F
SARRAZIN;Lili;Lili SARRAZIN;Narbonne Patinage En Liberte;FRA;BASIC NOVICE JUNIOR/SENIOR FILLES;F
SIMON-GUERIN;Naissa;Naissa SIMON-GUERIN;Toulouse Club De Patinage;FRA;F1 MINIME FILLES;F
SIRE;Llesami;Llesami SIRE;Font Romeu Club Glace;FRA;BASIC NOVICE MINIME/NOVICE GARCONS;F
TARZAALI;Maelys;Maelys TARZAALI;Toulouse Club De Patinage;FRA;CAT A OPEN MINIME FILLES;F
VERGE SYVETS;Anna;Anna VERGE SYVETS;Blagnac Patinage Sur Glace;FRA;CAT B BENJAMIN FILLES;F
VIALA;Marion;Marion VIALA;Toulouse Club De Patinage;FRA;CAT A OPEN MINIME FILLES;F
VIALA;Clemence;Clemence VIALA;Toulouse Club De Patinage;FRA;F2 BENJAMIN FILLES;F
VIGNOLE;Loan;Loan VIGNOLE;Club Olympique Patinage Nimois;FRA;F2 BENJAMIN GARCONS;F
VISA AUQUE;Naila;Naila VISA AUQUE;Font Romeu Club Glace;FRA;F1 MINIME FILLES;F
VISA AUQUE;Pol;Pol VISA AUQUE;Font Romeu Club Glace;FRA;F1 BENJAMIN GARCONS;F
