Surname;First Name;Full name;Club;Nationality;Category;Genre
ROHFRITSCH;Shirel;Shirel ROHFRITSCH;NEUIL;FRA;N2 Novice Femme;F
ROUSSEL;Ethan;Ethan ROUSSEL;BRIAN;FRA;N2 Novice Homme;M
SAUVAGET;Anton;Anton SAUVAGET;BOULO;FRA;N2 Junior Homme;M
SEMLALI;Hanna;Hanna SEMLALI;FRANC;FRA;N2 Minime Femme;F
SERET;Alexandra;Alexandra SERET;AFSAV;FRA;N2 Senior Femme;F
SPRUNG;Hannah;Hannah SPRUNG;COURB;FRA;N1 Junior Femme;F
SPRUNG;Sophie;Sophie SPRUNG;COURB;FRA;N1 Senior Femme;F
TANDON;Emma;Emma TANDON;DAMMA;FRA;N2 Novice Femme;F
TELEMAQUE;Romane;Romane TELEMAQUE;DAMMA;FRA;N1 Minime Femme;F
VERMEULEN;Victoria;Victoria VERMEULEN;COURB;FRA;N2 Junior Femme;F
VEYT;Chloe;Chloe VEYT;COMPI;FRA;N2 Junior Femme;F
VISA AUQUE;Naila;Naila VISA AUQUE;FONTR;FRA;N2 Novice Femme;F
VOUILLON;Berenice;Berenice VOUILLON;REIMS;FRA;N1 Junior Femme;F
WARIN;Emma;Emma WARIN;ROAN;FRA;N2 Novice Femme;F
WEHMEYER;Aure;Aure WEHMEYER;BOULO;FRA;N1 Novice Femme;F
WOLFF;Louane;Louane WOLFF;REIMS;FRA;N1 Minime Femme;F
YAJJOU;Yasmeen;Yasmeen YAJJOU;FRANC;FRA;N1 Novice Femme;F
