Surname;First Name;Full name;Club;Nationality;Category;Genre
CABIROL;Rose;Rose CABIROL;Toulouse Club De Patinage;FRA;Federal 1 Novices Dames;F
CALBO;Alexandrine;Alexandrine CALBO;Toulouse Club De Patinage;FRA;Intermediaire Juniors/Seniors Dames;F
CALMELS;Alyson;Alyson CALMELS;Toulouse Club De Patinage;FRA;Federal 2 Benjamins Filles;F
CAPACES;Judit;Judit CAPACES;Font Romeu Club Glace;FRA;National 2 Novices Dames;F
CASTELLANOS;Eva;Eva CASTELLANOS;Toulouse Club De Patinage;FRA;Federal 1 Minimes Filles;F
CATUSSE;Amandine;Amandine CATUSSE;Toulouse Club De Patinage;FRA;Basic Novice Minimes/Novices Dames;F
CHAMEROIS;Lou Anh;Lou Anh CHAMEROIS;Montpellier Mediterranee Metropole Patinage;FRA;Basic Novice Minimes/Novices Dames;F
CHAMPEVAL;Alicia;Alicia CHAMPEVAL;Patinage Artistique Briviste;FRA;Basic Novice Minimes/Novices Dames;F
CHARBONNET;Loe;Loe CHARBONNET;Association Expressions;FRA;Federal 2 Benjamins Filles;F
CHORRO;Eva;Eva CHORRO;Association Expressions;FRA;Categorie B Benjamins Filles;F
CHORRO;Arwen;Arwen CHORRO;Association Expressions;FRA;Categorie B Poussins Filles;F
CLIQUOT;Mathilde;Mathilde CLIQUOT;Blagnac Patinage Sur Glace;FRA;Federal 1 Novices Dames;F
CLIQUOT;Maeva;Maeva CLIQUOT;Blagnac Patinage Sur Glace;FRA;Federal 1 Minimes Filles;F
COCHEZ;Diane;Diane COCHEZ;Font Romeu Club Glace;FRA;Categorie A Novices Dames;F
COLL COTS;Mariona;Mariona COLL COTS;Font Romeu Club Glace;FRA;Federal 1 Juniors Dames;F
COMBES;Chloe;Chloe COMBES;Montpellier Mediterranee Metropole Patinage;FRA;National 2 Benjamins Filles;F
COMTE--MAHIEU;Kalie;Kalie COMTE--MAHIEU;Castres Sports De Glace;FRA;Basic Novice Minimes/Novices Dames;F
CORTET;Real;Real CORTET;Montpellier Mediterranee Metropole Patinage;FRA;Categorie C Benjamins garçons;F
COURTIN;Emy;Emy COURTIN;Font Romeu Club Glace;FRA;Basic Novice Minimes/Novices Dames;F
CUENCA;Pauline;Pauline CUENCA;Font Romeu Club Glace;FRA;Federal 2 Novices Dames;F
CULLELL;Fanny;Fanny CULLELL;Font Romeu Club Glace;FRA;Categorie A Minimes Filles;F
CULLELL;Nina;Nina CULLELL;Font Romeu Club Glace;FRA;Federal 1 Juniors Dames;F
DABOVILLE;Eva;Eva DABOVILLE;Montpellier Mediterranee Metropole Patinage;FRA;Basic Novice Juniors/Senior Dames;F
DESHAIES;Danae;Danae DESHAIES;Blagnac Patinage Sur Glace;FRA;Federal 1 Minimes Filles;F
DESHAIES;Lois;Lois DESHAIES;Blagnac Patinage Sur Glace;FRA;Federal 1 Juniors Messieurs;M
DUBROCA;Polina;Polina DUBROCA;Anglet Sports De Glace;FRA;National 2 Minimes Filles;F
DUPEYROUX;Clemence;Clemence DUPEYROUX;Narbonne Patinage En Liberte;FRA;Categorie C Minimes Filles;F
DUPIN;Mailis;Mailis DUPIN;Blagnac Patinage Sur Glace;FRA;Federal 2 Novices Dames;F
DUTHEIL MALEYRIE;Clara;Clara DUTHEIL MALEYRIE;Patinage Artistique Briviste;FRA;Basic Novice Minimes/Novices Dames;F
ERNY;Saskia;Saskia ERNY;Toulouse Club De Patinage;FRA;Federal 1 Benjamins Filles;F
ERNY;Nell;Nell ERNY;Toulouse Club De Patinage;FRA;Categorie A Poussins Filles;F
ERY-PEYTAVY;Zoé;Zoé ERY-PEYTAVY;Castres Sports De Glace;FRA;Federal 2 Minimes Filles;F
ESCAPE;Chloé;Chloé ESCAPE;Font Romeu Club Glace;FRA;Federal 2 Minimes Filles;F
ESCUDIE--BERTRAND;Camille;Camille ESCUDIE--BERTRAND;Blagnac Patinage Sur Glace;FRA;Basic Novice Minimes/Novices Dames;F
ETIENNE;Margaux;Margaux ETIENNE;Castres Sports De Glace;FRA;Catégorie B Minimes Filles;F
FAVARETTO;Anais;Anais FAVARETTO;Anglet Sports De Glace;FRA;Basic Novice Minimes/Novices Dames;F
FOURNAT;Hanae;Hanae FOURNAT;Montpellier Mediterranee Metropole Patinage;FRA;Basic Novice Minimes/Novices Dames;F
FOURNAT;Mathy;Mathy FOURNAT;Montpellier Mediterranee Metropole Patinage;FRA;Federal 2 Benjamins Garçons;F
GARCIA;Jeanne;Jeanne GARCIA;Castres Sports De Glace;FRA;Federal 2 Novices Dames;F
GARCIA;Lya;Lya GARCIA;Narbonne Patinage En Liberte;FRA;National 2 Minimes Filles;F
GAUTHIER;Leylou;Leylou GAUTHIER;Narbonne Patinage En Liberte;FRA;Federal 1 Novices Dames;F
GENIEZ;Clara;Clara GENIEZ;Montpellier Mediterranee Metropole Patinage;FRA;Federal 2 Novices Dames;F
GHANEM;Widad;Widad GHANEM;Montpellier Mediterranee Metropole Patinage;FRA;Categorie B Benjamins Filles;F
GORCE;Maya;Maya GORCE;Association Expressions;FRA;Categorie B Benjamins Filles;F
GOUSSARD;Célia;Célia GOUSSARD;Montpellier Mediterranee Metropole Patinage;FRA;Federal 1 Minimes Filles;F
GOYARD;Luna;Luna GOYARD;Narbonne Patinage En Liberte;FRA;Basic Novice Minimes/Novices Dames;F
GRASSO;Maxine;Maxine GRASSO;Association Expressions;FRA;Basic Novice Minimes/Novices Dames;F
GRATALON;Maloe;Maloe GRATALON;Club Olympique Patinage Nimois;FRA;National 2 Benjamins Filles;F
GRESSIER;Anna Zoe;Anna Zoe GRESSIER;Association Expressions;FRA;Federal 2 Novices Dames;F
GUILLEMOT;Clara;Clara GUILLEMOT;Blagnac Patinage Sur Glace;FRA;Basic Novice Juniors/Senior Dames;F
GUILLOTEAU;Hugo;Hugo GUILLOTEAU;Toulouse Club De Patinage;FRA;National 2 Novices Messieurs;M
GYOZALYAN;Karlota;Karlota GYOZALYAN;Patinage Artistique Briviste;FRA;Basic Novice Minimes/Novices Dames;F
HALLOUCHE;Ines;Ines HALLOUCHE;Patinage Artistique Briviste;FRA;Federal 2 Benjamins Filles;F
HAMERLING-GIUSTINIANI;Mila;Mila HAMERLING-GIUSTINIANI;Montpellier Mediterranee Metropole Patinage;FRA;Federal 2 Benjamins Filles;F
HERVE;Mia;Mia HERVE;Toulouse Club De Patinage;FRA;National 2 Benjamins Filles;F
HILS;Anna;Anna HILS;Blagnac Patinage Sur Glace;FRA;Federal 2 Minimes Filles;F
HOET;Emma;Emma HOET;Font Romeu Club Glace;FRA;Categorie C Novices Dames;F
JASPIERRE;Marine;Marine JASPIERRE;Association Expressions;FRA;Federal 1 Minimes Filles;F
KARMOUNI;Lina;Lina KARMOUNI;Club Olympique Patinage Nimois;FRA;Federal 2 Minimes Filles;F
KARMOUNI;Inès;Inès KARMOUNI;Club Olympique Patinage Nimois;FRA;Federal 1 Minimes Filles;F
KIGEL;Michelle;Michelle KIGEL;Montpellier Mediterranee Metropole Patinage;FRA;Categorie A Minimes Filles;F
LAURENS;Elvina;Elvina LAURENS;Blagnac Patinage Sur Glace;FRA;Intermediaire Juniors/Seniors Dames;F
LE SAINT HUBY;Paloma;Paloma LE SAINT HUBY;Toulouse Club De Patinage;FRA;Federal 1 Juniors Dames;F
MANIBAL;Candice;Candice MANIBAL;Toulouse Club De Patinage;FRA;Federal 1 Minimes Filles;F
MARTINEZ;Rachel;Rachel MARTINEZ;Font Romeu Club Glace;FRA;National 2 Novices Dames;F
MARTY;Elisa;Elisa MARTY;Blagnac Patinage Sur Glace;FRA;Federal 2 Juniors Dames;F
MELLONE;Marilou;Marilou MELLONE;Montpellier Mediterranee Metropole Patinage;FRA;Basic Novice Minimes/Novices Dames;F
MERY;Mathilde;Mathilde MERY;Montpellier Mediterranee Metropole Patinage;FRA;Categorie A Minimes Filles;F
MEYER;Erin;Erin MEYER;Font Romeu Club Glace;FRA;Federal 2 Minimes Filles;F
NECA;Lena;Lena NECA;Blagnac Patinage Sur Glace;FRA;Federal 1 Minimes Filles;F
NICETAS;Tiffany;Tiffany NICETAS;Blagnac Patinage Sur Glace;FRA;Intermediaire Juniors/Seniors Dames;F
NIZAN;Tahys;Tahys NIZAN;Montpellier Mediterranee Metropole Patinage;FRA;Federal 2 Novices Dames;F
PAGES;Anais;Anais PAGES;Blagnac Patinage Sur Glace;FRA;Federal 2 Juniors Dames;F
PAGNOUT;Elora;Elora PAGNOUT;Club Patinage Artistique Limoges;FRA;Federal 2 Minimes Filles;F
PASCUETS;Ariadna;Ariadna PASCUETS;Font Romeu Club Glace;FRA;Categorie B Benjamins Filles;F
PASTEUR;Elise;Elise PASTEUR;Toulouse Club De Patinage;FRA;Basic Novice Juniors/Senior Dames;F
PAULEY;Rose;Rose PAULEY;Font Romeu Club Glace;FRA;Basic Novice Minimes/Novices Dames;F
PEYROUT;Lena;Lena PEYROUT;Patinage Artistique Briviste;FRA;Federal 2 Minimes Filles;F
PEYROUT;Axel;Axel PEYROUT;Patinage Artistique Briviste;FRA;Federal 1 Benjamins Garcons;F
PITIE;Syrine;Syrine PITIE;Toulouse Club De Patinage;FRA;Categorie A Benjamins Filles;F
POLO;Faustine;Faustine POLO;Club Olympique Patinage Nimois;FRA;Federal 1 Minimes Filles;F
PONCELET;Chloe;Chloe PONCELET;Anglet Sports De Glace;FRA;Categorie D Poussins Filles;F
PUIGDELLOSES-LLORCA;Aïtana;Aïtana PUIGDELLOSES-LLORCA;Font Romeu Club Glace;FRA;Catégorie B Minimes Filles;F
REUTER;Lena;Lena REUTER;Anglet Sports De Glace;FRA;Basic Novice Minimes/Novices Dames;F
REY;Themis;Themis REY;Toulouse Club De Patinage;FRA;Federal 2 Benjamins Filles;F
ROSSELL;Lola;Lola ROSSELL;Font Romeu Club Glace;FRA;Catégorie B Minimes Filles;F
ROUQUETTE;Lola;Lola ROUQUETTE;Patinage Artistique Briviste;FRA;Federal 1 Minimes Filles;F
SANDOVAL. ROUGON;Samantha;Samantha SANDOVAL. ROUGON;Toulouse Club De Patinage;FRA;Federal 1 Minimes Filles;F
SIMON-GUERIN;Naissa;Naissa SIMON-GUERIN;Toulouse Club De Patinage;FRA;Federal 1 Minimes Filles;F
SIRE;Llesami;Llesami SIRE;Font Romeu Club Glace;FRA;Basic Novice Minimes/Novices Messieurs;M
TARZAALI;Maelys;Maelys TARZAALI;Toulouse Club De Patinage;FRA;Basic Novice Minimes/Novices Dames;F
THOUVENIN;Lalie;Lalie THOUVENIN;Association Expressions;FRA;Categorie A Novices Dames;F
VERBRUGGHE;Maëllys;Maëllys VERBRUGGHE;Association Expressions;FRA;Categorie B Benjamins Filles;F
VERGE SYVETS;Anna;Anna VERGE SYVETS;Blagnac Patinage Sur Glace;FRA;Categorie B Benjamins Filles;F
VIALA;Clemence;Clemence VIALA;Toulouse Club De Patinage;FRA;Federal 1 Benjamins Filles;F
VIALA;Marion;Marion VIALA;Toulouse Club De Patinage;FRA;Basic Novice Minimes/Novices Dames;F
VISA AUQUE;Pol;Pol VISA AUQUE;Font Romeu Club Glace;FRA;National 2 Benjamins Garcons;F
VISA AUQUE;Naila;Naila VISA AUQUE;Font Romeu Club Glace;FRA;National 2 Minimes Filles;F
YANDIBENE-PIGOT;Emma;Emma YANDIBENE-PIGOT;Anglet Sports De Glace;FRA;National 2 Poussins Filles;F
