Surname;First Name;Full name;Club;Nationality;Category;Genre
GALVAN;Héloise;Héloise GALVAN;Paris Club Francais Volants;FRA;D3 Benjamin Dames;F
GARDIES TOYOS;Mailys;Mailys GARDIES TOYOS;Cergy Pontoise Csg;FRA;D2 Junior Dames;F
GARNIER;Aurelie;Aurelie GARNIER;Asnieres Patinage;FRA;D2 Benjamin Dames;F
GASNIER CARDERON;Romane;Romane GASNIER CARDERON;Cergy Pontoise Csg;FRA;D3 Novice Dames;F
GAULTIER;Elise;Elise GAULTIER;Boulogne Acbb;FRA;D3 Benjamin Dames;F
GELLON;Baptiste;Baptiste GELLON;Champigny Csg;FRA;D1 Poussin Messieurs;M
GERARD;Hannah;Hannah GERARD;Dammarie Csg;FRA;D2 Benjamin Dames;F
GEVAUDAN;Lina;Lina GEVAUDAN;Club Multi-Patinage De Tours;FRA;D3 Minime Dames;F
GLESSER;Oceane;Oceane GLESSER;Cergy Pontoise Csg;FRA;D1 Senior Dames;F
GOBAIN;Loriane;Loriane GOBAIN;Cergy Pontoise Csg;FRA;D3 Minime Dames;F
GRODARD OLIVER;Colin;Colin GRODARD OLIVER;Champigny Csg;FRA;D2 Junior Messieurs;M
GUERRAH;Lea;Lea GUERRAH;Asnieres Patinage;FRA;D1 Poussin Dames;F
GUILLAUME;Meryl;Meryl GUILLAUME;Garges Les Gonesses Csg;FRA;D3 Novice Dames;F
GUILLEMAUD;Clarisse;Clarisse GUILLEMAUD;Club Olympique De Courbevoie;FRA;D3 Novice Dames;F
HALLET;Charlie;Charlie HALLET;Champigny Csg;FRA;D2 Benjamin Dames;F
HAYET;Elsa;Elsa HAYET;Cergy Pontoise Csg;FRA;D1 Junior Dames;F
HEBERT;Alizee;Alizee HEBERT;Champigny Csg;FRA;D3 Junior Senior Dames;F
HELT;Lena;Lena HELT;Boulogne Acbb;FRA;D1 Novice Dames;F
HEMIMOU;Janna;Janna HEMIMOU;Boulogne Acbb;FRA;D1 Novice Dames;F
HEURTEBIS;Anne-Sophie;Anne-Sophie HEURTEBIS;Boulogne Acbb;FRA;D1 Benjamin Dames;F
HOUSSIN;Eva;Eva HOUSSIN;Club Olympique De Courbevoie;FRA;D3 Minime Dames;F
HOUSSIN;Andrei;Andrei HOUSSIN;Club Olympique De Courbevoie;FRA;D3 Benjamin Messieurs;M
IKERMOUDENE;Serina;Serina IKERMOUDENE;Franconville Sg;FRA;D2 Poussin Dames;F
JANY;Irina;Irina JANY;Colombes Sur Glace;FRA;D2 Poussin Dames;F
JEAN;Rihanna-Dolls;Rihanna-Dolls JEAN;Neuilly Patinage Artistique;FRA;D3 Minime Dames;F
JEANNEAU;Daphne;Daphne JEANNEAU;Club Multi-Patinage De Tours;FRA;D2 Junior Dames;F
JEANNETTE RAMOVICH;Indra;Indra JEANNETTE RAMOVICH;Paris Club Francais Volants;FRA;D2 Benjamin Dames;F
JIANG;Leo;Leo JIANG;Club Multi-Patinage De Tours;FRA;D2 Novice Messieurs;M
JIMENEZ;Ana-Amelia;Ana-Amelia JIMENEZ;Champigny Csg;FRA;D3 Benjamin Dames;F
KHACHAB;Mayane;Mayane KHACHAB;Club Olympique De Courbevoie;FRA;D3 Minime Dames;F
KHOUADER;Fatiha;Fatiha KHOUADER;Franconville Sg;FRA;D2 Minime Dames;F
KHOUADER;Assia;Assia KHOUADER;Franconville Sg;FRA;D1 Poussin Dames;F
KNIGHT;Kiara;Kiara KNIGHT;Franconville Sg;FRA;D3 Benjamin Dames;F
KOLTUSHKIN;Anna;Anna KOLTUSHKIN;Club Olympique De Courbevoie;FRA;D2 Minime Dames;F
LEGRAND;Auriane;Auriane LEGRAND;Franconville Sg;FRA;D3 Junior Senior Dames;F
LEMAIRE;Maelie Jude;Maelie Jude LEMAIRE;Cergy Pontoise Csg;FRA;D1 Minime Dames;F
LEMAIRE;Clara;Clara LEMAIRE;Cergy Pontoise Csg;FRA;D1 Minime Dames;F
LI;Falyne;Falyne LI;Cergy Pontoise Csg;FRA;D2 Junior Dames;F
LIROT;Alexandre;Alexandre LIROT;Dammarie Csg;FRA;D2 Benjamin Messieurs;M
MACIEJEWSKI;Elisa;Elisa MACIEJEWSKI;Colombes Sur Glace;FRA;D3 Minime Dames;F
MACRE;Ilana;Ilana MACRE;Asnieres Patinage;FRA;D1 Minime Dames;F
MAIGA;Anna;Anna MAIGA;Paris Club Francais Volants;FRA;D3 Junior Senior Dames;F
MAIGA;Leyla;Leyla MAIGA;Paris Club Francais Volants;FRA;D3 Minime Dames;F
MAILLET MELTZER;Salome;Salome MAILLET MELTZER;Colombes Sur Glace;FRA;D3 Minime Dames;F
MARZOUK;Assya;Assya MARZOUK;Dammarie Csg;FRA;D3 Benjamin Dames;F
MEDINA ARGUELLO;Maria Fernanda;Maria Fernanda MEDINA ARGUELLO;Boulogne Acbb;FRA;D3 Minime Dames;F
MEKANE NIAMAZOK;Emmanuelle;Emmanuelle MEKANE NIAMAZOK;Club Multi-Patinage De Tours;FRA;D2 Novice Dames;F
MONTIEL;Audrey;Audrey MONTIEL;Boulogne Acbb;FRA;D1 Minime Dames;F
MOREAU;Dorine;Dorine MOREAU;Franconville Sg;FRA;D3 Novice Dames;F
MORROT;Yoann;Yoann MORROT;Cergy Pontoise Csg;FRA;D3 Junior Senior Messieurs;M
MOUDAKKIR;Sanaa;Sanaa MOUDAKKIR;Franconville Sg;FRA;D2 Novice Dames;F
N'DIAYE-SALOMONI;Cloe;Cloe N'DIAYE-SALOMONI;Dammarie Csg;FRA;D3 Minime Dames;F
NAEEM;Chelsea;Chelsea NAEEM;Neuilly Patinage Artistique;FRA;D3 Benjamin Dames;F
NETTO;Garlone;Garlone NETTO;Boulogne Acbb;FRA;D3 Junior Senior Dames;F
OBANDO;Emilie;Emilie OBANDO;Asnieres Patinage;FRA;D1 Minime Dames;F
OLIVEIRA;Eva;Eva OLIVEIRA;Boulogne Acbb;FRA;D2 Minime Dames;F
OURAHMOUNE;Silya;Silya OURAHMOUNE;Asnieres Patinage;FRA;D3 Benjamin Dames;F
PAEGLE;Baiba;Baiba PAEGLE;Paris Club Francais Volants;FRA;D2 Benjamin Dames;F
PECHENIK;Yana;Yana PECHENIK;Dammarie Csg;FRA;D1 Minime Dames;F
PEREIRA;Eva;Eva PEREIRA;Champigny Csg;FRA;D3 Benjamin Dames;F
POLIKANOVAS;Elisabet;Elisabet POLIKANOVAS;Champigny Csg;FRA;D1 Novice Dames;F
POULIQUEN;Leane;Leane POULIQUEN;Franconville Sg;FRA;D2 Minime Dames;F
PUCHOL;Lauriane;Lauriane PUCHOL;Club Olympique De Courbevoie;FRA;D2 Poussin Dames;F
QUEROY;Loralynn;Loralynn QUEROY;Asnieres Patinage;FRA;D3 Benjamin Dames;F
QUISTREBERT;Manon;Manon QUISTREBERT;Club Olympique De Courbevoie;FRA;D3 Novice Dames;F
RADIGON;Pauline;Pauline RADIGON;Dammarie Csg;FRA;D3 Novice Dames;F
ROBIC;Nolwenn;Nolwenn ROBIC;Franconville Sg;FRA;D3 Minime Dames;F
ROHFRITSCH;Shirel;Shirel ROHFRITSCH;Neuilly Patinage Artistique;FRA;D2 Minime Dames;F
ROUAHI;Rahma;Rahma ROUAHI;Neuilly Patinage Artistique;FRA;D2 Benjamin Dames;F
ROUSSET;Alizee;Alizee ROUSSET;Club Multi-Patinage De Tours;FRA;D3 Benjamin Dames;F
SAJINOVIC;Sasha;Sasha SAJINOVIC;Club Olympique De Courbevoie;FRA;D1 Minime Dames;F
SAUVAGET;Anton;Anton SAUVAGET;Colombes Sur Glace;FRA;D1 Novice Messieurs;M
SIMON;Camille Mathilde;Camille Mathilde SIMON;Club Olympique De Courbevoie;FRA;D2 Junior Dames;F
SPRUNG;Hannah;Hannah SPRUNG;Club Olympique De Courbevoie;FRA;D1 Novice Dames;F
SPRUNG;Sophie;Sophie SPRUNG;Club Olympique De Courbevoie;FRA;D1 Junior Dames;F
TANDON;Emma;Emma TANDON;Dammarie Csg;FRA;D2 Minime Dames;F
THOMANN;Elian;Elian THOMANN;Club Olympique De Courbevoie;FRA;D1 Benjamin Messieurs;M
TRASSARD;Emelyne;Emelyne TRASSARD;Cergy Pontoise Csg;FRA;D3 Benjamin Dames;F
TRIBOUILLARD;Lou-Anne;Lou-Anne TRIBOUILLARD;Club Multi-Patinage De Tours;FRA;D3 Minime Dames;F
VANDAMME;Muse;Muse VANDAMME;Boulogne Acbb;FRA;D2 Poussin Dames;F
VANDAMME;Misha;Misha VANDAMME;Boulogne Acbb;FRA;D2 Benjamin Dames;F
VEILLARD GUISSET;Clemence;Clemence VEILLARD GUISSET;Boulogne Acbb;FRA;D1 Junior Dames;F
VERMEULEN;Victoria;Victoria VERMEULEN;Club Olympique De Courbevoie;FRA;D2 Novice Dames;F
VIVIEN;Aleksandra;Aleksandra VIVIEN;Champigny Csg;FRA;D1 Junior Dames;F
VIVIEN;Charlotte;Charlotte VIVIEN;Champigny Csg;FRA;D2 Minime Dames;F
WEHMEYER;Tess;Tess WEHMEYER;Boulogne Acbb;FRA;D3 Junior Senior Dames;F
YAJJOU;Yasmeen;Yasmeen YAJJOU;Franconville Sg;FRA;D1 Novice Dames;F
YAN;Anna;Anna YAN;Champigny Csg;FRA;D2 Benjamin Dames;F
