Surname;First Name;Full name;Club;Nationality;Category;Genre
KARHUNEN;Laura;Laura KARHUNEN;FIN;FRA;SENIORS WOMEN;F
KESTI;Oona;Oona KESTI;FIN;FRA;JUNIORS WOMEN;F
KOCH MELNYK;Lou / Ivan;Lou KOCH / Ivan MELNYK;FRA;FRA;JUNIORS DANCE;F
LA PORTA;Anna;Anna LA PORTA;SUI;FRA;JUNIORS WOMEN;F
LARSEN;Selmasiri Bella;Selmasiri Bella LARSEN;DEN;FRA;JUNIORS WOMEN;F
LE MAY;Landry;Landry LE MAY;FRA;FRA;SENIORS MEN;F
LEWTON-BRAIN;Davide;Davide LEWTON-BRAIN;MON;FRA;SENIORS MEN;F
MAAROUF;Sophia;Sophia MAAROUF;FRA;FRA;SENIORS WOMEN;F
MEDARD;Jean;Jean MEDARD;FRA;FRA;JUNIORS MEN;F
MEMOLA;Nikolaj;Nikolaj MEMOLA;ITA;FRA;SENIORS MEN;F
MIN;James;James MIN;AUS;FRA;SENIORS MEN;F
MRAZKOVA MRAZEK;Katarina / Daniel;Katarina MRAZKOVA / Daniel MRAZEK;CZE;FRA;JUNIORS DANCE;F
OGOR BERMEJO;Eloanne / Raul;Eloanne OGOR / Raul BERMEJO;ESP;FRA;JUNIORS DANCE;F
OYARZABAL ALBAS;Iker;Iker OYARZABAL ALBAS;ESP;FRA;SENIORS MEN;F
PEDERSEN;Nikolaj Molgaard;Nikolaj Molgaard PEDERSEN;DEN;FRA;SENIORS MEN;F
PELTONEN;Minja;Minja PELTONEN;FIN;FRA;JUNIORS WOMEN;F
PETERSEN;Catharina Victoria;Catharina Victoria PETERSEN;DEN;FRA;JUNIORS WOMEN;F
PINZARRONE;Nina;Nina PINZARRONE;BEL;FRA;JUNIORS WOMEN;F
PITOT;Francois;Francois PITOT;FRA;FRA;JUNIORS MEN;F
PONSART;Romain;Romain PONSART;FRA;FRA;SENIORS MEN;F
REPOND;Kimmy Vivienne;Kimmy Vivienne REPOND;SUI;FRA;JUNIORS WOMEN;F
ROBERTSON;Karly;Karly ROBERTSON;GBR;FRA;SENIORS WOMEN;F
ROLS;Xan;Xan ROLS;FRA;FRA;SENIORS MEN;F
ROLS;Joshua;Joshua ROLS;FRA;FRA;SENIORS MEN;F
RYCHTARIKOVA;Nikola;Nikola RYCHTARIKOVA;CZE;FRA;SENIORS WOMEN;F
SAHAKA;Nurullah;Nurullah SAHAKA;SUI;FRA;SENIORS MEN;F
SAUTER;Julia;Julia SAUTER;ROU;FRA;SENIORS WOMEN;F
SCHALLER;Sophia;Sophia SCHALLER;AUT;FRA;SENIORS WOMEN;F
SCHWARZ;Ester;Ester SCHWARZ;ITA;FRA;JUNIORS WOMEN;F
SECLET-MONCHOT CHARDAIN;Lila-Maya / Martin;Lila-Maya SECLET-MONCHOT / Martin CHARDAIN;FRA;FRA;JUNIORS DANCE;F
SERNA;Lea;Lea SERNA;FRA;FRA;SENIORS WOMEN;F
SIMOVA AKSENOV;Anna / Kirill;Anna SIMOVA / Kirill AKSENOV;SVK;FRA;JUNIORS DANCE;F
SPINAR;Corentin;Corentin SPINAR;FRA;FRA;JUNIORS MEN;F
STREULI;Noelle;Noelle STREULI;POL;FRA;JUNIORS WOMEN;F
TALI FRASCA;Noemie / Stefano;Noemie TALI / Stefano FRASCA;ITA;FRA;JUNIORS DANCE;F
TESSON;Adrien;Adrien TESSON;FRA;FRA;SENIORS MEN;F
VAIPAN LAW DIGBY;Anastasia / Luke;Anastasia VAIPAN LAW / Luke DIGBY;GBR;FRA;SENIORS PAIRS;F
VAL VITRYANYUK;Sofia / Nikita;Sofia VAL / Nikita VITRYANYUK;ESP;FRA;JUNIORS DANCE;F
VALLOVA;Adela;Adela VALLOVA;CZE;FRA;JUNIORS WOMEN;F
VAN OMMEREN;Mikai;Mikai VAN OMMEREN;NED;FRA;JUNIORS WOMEN;F
VASILIEV;Vlada;Vlada VASILIEV;AUS;FRA;JUNIORS WOMEN;F
VAUCLIN;Xavier;Xavier VAUCLIN;FRA;FRA;SENIORS MEN;F
VENTURA BONETTO;Beatrice / Amedeo;Beatrice VENTURA / Amedeo BONETTO;ITA;FRA;JUNIORS DANCE;F
VILHJALMSDOTTIR;Isold Fonn;Isold Fonn VILHJALMSDOTTIR;ISL;FRA;JUNIORS WOMEN;F
VOUILLAMOZ GINIAUX;Oxana / Flavien;Oxana VOUILLAMOZ / Flavien GINIAUX;FRA;FRA;JUNIORS PAIRS;F
VRASTAKOVA;Michaela;Michaela VRASTAKOVA;CZE;FRA;JUNIORS WOMEN;F
ZADRA;Clara;Clara ZADRA;ITA;FRA;JUNIORS WOMEN;F
ZANDRON;Maurizio;Maurizio ZANDRON;AUT;FRA;SENIORS MEN;F
ZICH;Raffaele Francesco;Raffaele Francesco ZICH;ITA;FRA;SENIORS MEN;F
