Surname;First Name;Full name;Club;Nationality;Category;Genre
CHAFFOTTE;Zelie;Zelie CHAFFOTTE;Sport De Glace De Metz;FRA;N3 - Juniors/Seniors Dames;F
CHAMPCLAUX;Marie-Amelie;Marie-Amelie CHAMPCLAUX;Patinage Artistique Briviste;FRA;N2 - Seniors Dames;F
CHAN;Amandine;Amandine CHAN;Espar;FRA;N2 - Minimes Dames;F
CHANTREAU;Nayah;Nayah CHANTREAU;Nantes Sports Glace;FRA;N2 - Novices Dames;F
CHARLES;Chloé;Chloé CHARLES;Briancon Les Escartons;FRA;N2 - Benjamins Dames;F
CHENEY;Maxime;Maxime CHENEY;Club De Patinage Artistique De Reims;FRA;N1 - Benjamins Messieurs;M
CHENEY;Alexandre;Alexandre CHENEY;Club De Patinage Artistique De Reims;FRA;N1 - Novices Messieurs;M
CLUZEL;Dorine;Dorine CLUZEL;Valence Patinage Artistique;FRA;N3 - Juniors/Seniors Dames;F
COLL;Manon;Manon COLL;Club Olympique De Courbevoie;FRA;N3 - Juniors/Seniors Dames;F
COLLINET;Oceane;Oceane COLLINET;Champigny Csg;FRA;N3 - Juniors/Seniors Dames;F
COQUELET;Alice;Alice COQUELET;Lyon Glace Patinage;FRA;N2 - Novices Dames;F
CORBELLARI;Lola;Lola CORBELLARI;Charleville Mezieres Sg;FRA;N2 - Novices Dames;F
DANCI;Flora;Flora DANCI;Brian Joubert Poitiers Glace;FRA;N2 - Poussins Dames;F
DAPOIGNY;Ninon;Ninon DAPOIGNY;Grenoble Isere Metropole Patinage;FRA;N1 - Novices Dames;F
DAVID;Louise Marie;Louise Marie DAVID;Cergy Pontoise Csg;FRA;N2 - Minimes Dames;F
DAVID-CRUZ;Leonie;Leonie DAVID-CRUZ;Annecy Sports Glace;FRA;N3 - Juniors/Seniors Dames;F
DE FONDAUMIERE;Mathieu;Mathieu DE FONDAUMIERE;Valence Patinage Artistique;FRA;N2 - Juniors Messieurs;M
DE FREITAS PERESTRELO;Lisa;Lisa DE FREITAS PERESTRELO;Mulhouse Asg;FRA;N1 - Juniors Dames;F
DEBOURCES;Angel;Angel DEBOURCES;Charleville Mezieres Sg;FRA;N1 - Juniors Messieurs;M
DENIZART;Emilian;Emilian DENIZART;Club De Patinage Artistique De Reims;FRA;N3 - Novices Messieurs;M
DENIZART;Louise;Louise DENIZART;Club De Patinage Artistique De Reims;FRA;N2 - Poussins Dames;F
DESCOMBES;Nolah;Nolah DESCOMBES;Valence Patinage Artistique;FRA;N3 - Benjamins Dames;F
DESCORMES;Kelia;Kelia DESCORMES;Valence Patinage Artistique;FRA;N3 - Benjamins Dames;F
DESESTRETS;Léa;Léa DESESTRETS;Valence Patinage Artistique;FRA;N3 - Novices Dames;F
DESIRAT;Axel;Axel DESIRAT;Boulogne Acbb;FRA;N2 - Juniors Messieurs;M
DETREILLE-MALL;Bérénice;Bérénice DETREILLE-MALL;Strasbourg Alsace Csg;FRA;N2 - Novices Dames;F
DHAINE;Emilie;Emilie DHAINE;Champigny Csg;FRA;N2 - Juniors Dames;F
DJERMANOVIC KERIRZIN;Nolann;Nolann DJERMANOVIC KERIRZIN;Champigny Csg;FRA;N2 - Poussins Messieurs;M
DORIER;Khelia;Khelia DORIER;Valence Patinage Artistique;FRA;N2 - Benjamins Dames;F
DOUSSY;Lea;Lea DOUSSY;Cergy Pontoise Csg;FRA;N3 - Juniors/Seniors Dames;F
DUBECQ;Eve;Eve DUBECQ;Club De Patinage Artistique De Reims;FRA;N1 - Novices Dames;F
DUCHENE;Victor;Victor DUCHENE;Strasbourg Alsace Csg;FRA;N2 - Minimes Messieurs;M
DUCHENE;Martin;Martin DUCHENE;Strasbourg Alsace Csg;FRA;N2 - Benjamins Messieurs;M
EHRHARD PELLEGRIS;Louise / Matthis;Louise EHRHARD / Matthis PELLEGRIS;Champigny Csg / Champigny Csg;FRA;N1 - Juniors Couples;F
EL ALJ;Sami;Sami EL ALJ;Club Olympique De Courbevoie;FRA;N2 - Poussins Messieurs;M
ERNY;Saskia;Saskia ERNY;Toulouse Club De Patinage;FRA;N3 - Benjamins Dames;F
ETOURMY;Ambre;Ambre ETOURMY;Briancon Les Escartons;FRA;N2 - Novices Dames;F
FALLOT;Louison;Louison FALLOT;Charleville Mezieres Sg;FRA;N3 - Novices Dames;F
FAULA;Aurelie;Aurelie FAULA;Caen Acsel;FRA;N2 - Seniors Dames;F
FAURE;Eloise;Eloise FAURE;Patinage Artistique Briviste;FRA;N2 - Novices Dames;F
FEURTET;Eliot;Eliot FEURTET;Espar;FRA;N3 - Novices Messieurs;M
FILIPOVICH;Angelique;Angelique FILIPOVICH;Champigny Csg;FRA;N3 - Minimes Dames;F
FRANDSEN;Elisa;Elisa FRANDSEN;Brian Joubert Poitiers Glace;FRA;N2 - Novices Dames;F
FRITZ--CAGNAT;Charlie;Charlie FRITZ--CAGNAT;Sport De Glace De Metz;FRA;N3 - Benjamins Dames;F
FRITZ--CAGNAT;Emi;Emi FRITZ--CAGNAT;Sport De Glace De Metz;FRA;N3 - Minimes Dames;F
GABRIEL;Lana;Lana GABRIEL;Sport De Glace De Metz;FRA;N3 - Novices Dames;F
GALLINET;Beatrice;Beatrice GALLINET;Briancon Les Escartons;FRA;N2 - Minimes Dames;F
GARCIA;Carla;Carla GARCIA;Mulhouse Asg;FRA;N1 - Minimes Dames;F
GARDIES TOYOS;Mailys;Mailys GARDIES TOYOS;Cergy Pontoise Csg;FRA;N2 - Juniors Dames;F
GARNIER;Alexandra;Alexandra GARNIER;Nantes Sports Glace;FRA;N3 - Novices Dames;F
GAVACHE;Melusine;Melusine GAVACHE;Chamonix Club Des Sports;FRA;N3 - Benjamins Dames;F
GELLON;Baptiste;Baptiste GELLON;Champigny Csg;FRA;N1 - Poussins Messieurs;M
GHEBBARI;Kirsten;Kirsten GHEBBARI;Mulhouse Asg;FRA;N1 - Novices Dames;F
GHOZALI;Lola;Lola GHOZALI;Club De Patinage Artistique De Reims;FRA;N1 - Juniors Dames;F
GIRON;Perrine;Perrine GIRON;Patinage Artistique Briviste;FRA;N3 - Novices Dames;F
GLESSER;Oceane;Oceane GLESSER;Cergy Pontoise Csg;FRA;N1 - Seniors Dames;F
GOBAIN;Loriane;Loriane GOBAIN;Cergy Pontoise Csg;FRA;N3 - Minimes Dames;F
GOGITIDZE;Ilia;Ilia GOGITIDZE;Annecy Sports Glace;FRA;N1 - Novices Messieurs;M
GRODARD OLIVER;Colin;Colin GRODARD OLIVER;Champigny Csg;FRA;N2 - Juniors Messieurs;M
GROSBOIS;Loric;Loric GROSBOIS;Charleville Mezieres Sg;FRA;N3 - Benjamins Messieurs;M
GRUBER;Zoe;Zoe GRUBER;Briancon Les Escartons;FRA;N3 - Benjamins Dames;F
GUILLOTEAU;Hugo;Hugo GUILLOTEAU;Toulouse Club De Patinage;FRA;N2 - Novices Messieurs;M
GWOSDZ;Loreleï;Loreleï GWOSDZ;Caen Acsel;FRA;N3 - Minimes Dames;F
HALLET;Charlie;Charlie HALLET;Champigny Csg;FRA;N2 - Benjamins Dames;F
HAMMI;Samy;Samy HAMMI;Brian Joubert Poitiers Glace;FRA;N1 - Juniors Messieurs;M
HARPE;Leelou;Leelou HARPE;Espar;FRA;N1 - Novices Dames;F
HARUTYUNYAN;Any;Any HARUTYUNYAN;Caen Acsel;FRA;N1 - Juniors Dames;F
HAUPTMANN;Iris;Iris HAUPTMANN;Champigny Csg;FRA;N3 - Minimes Dames;F
HAYET;Elsa;Elsa HAYET;Cergy Pontoise Csg;FRA;N1 - Juniors Dames;F
HEBERT;Alizee;Alizee HEBERT;Champigny Csg;FRA;N3 - Juniors/Seniors Dames;F
HELT;Lena;Lena HELT;Boulogne Acbb;FRA;N1 - Novices Dames;F
HERAUD;Matheo;Matheo HERAUD;Club De Patinage Artistique De Reims;FRA;N3 - Novices Messieurs;M
HERVE;Mia;Mia HERVE;Toulouse Club De Patinage;FRA;N2 - Benjamins Dames;F
HEURTEBIS;Lorenzo;Lorenzo HEURTEBIS;Boulogne Acbb;FRA;N2 - Benjamins Messieurs;M
HEURTEBIS;Anne-Sophie;Anne-Sophie HEURTEBIS;Boulogne Acbb;FRA;N1 - Benjamins Dames;F
HIADLOVSKA;Emma;Emma HIADLOVSKA;Annecy Sports Glace;FRA;N1 - Juniors Dames;F
HOUSSIN;Andrei;Andrei HOUSSIN;Club Olympique De Courbevoie;FRA;N3 - Benjamins Messieurs;M
HOUSSIN;Eva;Eva HOUSSIN;Club Olympique De Courbevoie;FRA;N2 - Minimes Dames;F
HUART;Salome;Salome HUART;Charleville Mezieres Sg;FRA;N1 - Novices Dames;F
IAFRATE;Morgan;Morgan IAFRATE;Skating Club Compiegne Oise;FRA;N3 - Minimes Messieurs;M
JACQUENET-FUJITA;Lumie;Lumie JACQUENET-FUJITA;Brian Joubert Poitiers Glace;FRA;N3 - Benjamins Dames;F
JACQUES;Camille;Camille JACQUES;Charleville Mezieres Sg;FRA;N3 - Minimes Dames;F
JEANNE;Sophia;Sophia JEANNE;Caen Acsel;FRA;N1 - Poussins Dames;F
JIMENEZ;Ana-Amelia;Ana-Amelia JIMENEZ;Champigny Csg;FRA;N3 - Benjamins Dames;F
JOULIA;Margaux;Margaux JOULIA;Club De Patinage Artistique De Reims;FRA;N2 - Benjamins Dames;F
KACI;Lola;Lola KACI;Briancon Les Escartons;FRA;N3 - Minimes Dames;F
KHACHAB;Mayane;Mayane KHACHAB;Club Olympique De Courbevoie;FRA;N3 - Minimes Dames;F
KHALIDY;Sarah;Sarah KHALIDY;Charleville Mezieres Sg;FRA;N2 - Novices Dames;F
KNIGHT;Kiara;Kiara KNIGHT;Franconville Sg;FRA;N3 - Benjamins Dames;F
KOLTUSHKIN;Anna;Anna KOLTUSHKIN;Club Olympique De Courbevoie;FRA;N2 - Minimes Dames;F
KUBLER;Hannah;Hannah KUBLER;Caen Acsel;FRA;N2 - Minimes Dames;F
LAENG;Julie;Julie LAENG;Strasbourg Alsace Csg;FRA;N2 - Minimes Dames;F
LAGUERRE;Lily-Rose;Lily-Rose LAGUERRE;Annecy Sports Glace;FRA;N1 - Minimes Dames;F
LANEEUW;Lea;Lea LANEEUW;Caen Acsel;FRA;N3 - Benjamins Dames;F
LANGLADE;Clara;Clara LANGLADE;Patinage Artistique Briviste;FRA;N2 - Juniors Dames;F
LASRY;Alyssa;Alyssa LASRY;Caen Acsel;FRA;N3 - Novices Dames;F
LAUBENHEIMER;Capucine;Capucine LAUBENHEIMER;Nantes Sports Glace;FRA;N2 - Novices Dames;F
LAUNDON;Anna;Anna LAUNDON;Briancon Les Escartons;FRA;N3 - Minimes Dames;F
LE MAROIS;Gabin;Gabin LE MAROIS;Espar;FRA;N2 - Minimes Messieurs;M
LE MAY;Landry;Landry LE MAY;Brian Joubert Poitiers Glace;FRA;N1 - Seniors Messieurs;M
LE MAY;Vassili;Vassili LE MAY;Nantes Sports Glace;FRA;N2 - Juniors Messieurs;M
LE SAINT HUBY;Paloma;Paloma LE SAINT HUBY;Toulouse Club De Patinage;FRA;N3 - Juniors/Seniors Dames;F
LEAL;Wendy;Wendy LEAL;Espar;FRA;N2 - Poussins Dames;F
LEBRUMENT;Timothee;Timothee LEBRUMENT;Espar;FRA;N1 - Minimes Messieurs;M
LECADRE;Pierre;Pierre LECADRE;Espar;FRA;N1 - Minimes Messieurs;M
LECESNE;Jade;Jade LECESNE;Annecy Sports Glace;FRA;N2 - Novices Dames;F
LEGENTILHOMME;Laora;Laora LEGENTILHOMME;Nantes Sports Glace;FRA;N3 - Minimes Dames;F
LEGRAND;Auriane;Auriane LEGRAND;Franconville Sg;FRA;N3 - Juniors/Seniors Dames;F
LEMAIRE;Maelie Jude;Maelie Jude LEMAIRE;Cergy Pontoise Csg;FRA;N1 - Minimes Dames;F
LEMAIRE;Clara;Clara LEMAIRE;Cergy Pontoise Csg;FRA;N1 - Minimes Dames;F
LEMARCHAND;Alice;Alice LEMARCHAND;Espar;FRA;N2 - Minimes Dames;F
LENFANT;Sarah;Sarah LENFANT;Espar;FRA;N3 - Minimes Dames;F
LI;Falyne;Falyne LI;Cergy Pontoise Csg;FRA;N2 - Juniors Dames;F
LOREAU;Audric;Audric LOREAU;Strasbourg Alsace Csg;FRA;N2 - Poussins Messieurs;M
MAAROUF;Sophia;Sophia MAAROUF;Brian Joubert Poitiers Glace;FRA;N1 - Seniors Dames;F
MAGNABAL;Chloe;Chloe MAGNABAL;Nantes Sports Glace;FRA;N2 - Poussins Dames;F
MAKA;Maeva;Maeva MAKA;Sport De Glace De Metz;FRA;N3 - Juniors/Seniors Dames;F
MALETTE;Clara;Clara MALETTE;Club De Patinage Artistique De Reims;FRA;N2 - Benjamins Dames;F
MARCU;Nadege;Nadege MARCU;Club Olympique De Courbevoie;FRA;N3 - Novices Dames;F
MEDARD;Jean;Jean MEDARD;Brian Joubert Poitiers Glace;FRA;N1 - Novices Messieurs;M
MENNESSIER-LARDAUX;Sasha;Sasha MENNESSIER-LARDAUX;Charleville Mezieres Sg;FRA;N3 - Minimes Dames;F
MENUT;Lalie;Lalie MENUT;Amnevillois Club Des Sports De Glace;FRA;N2 - Benjamins Dames;F
MESNIL;Corentine;Corentine MESNIL;Chamonix Club Des Sports;FRA;N3 - Novices Dames;F
MESNIL;Capucine;Capucine MESNIL;Chamonix Club Des Sports;FRA;N3 - Minimes Dames;F
METRAL;Axelle;Axelle METRAL;Club De Patinage Artistique De Reims;FRA;N3 - Juniors/Seniors Dames;F
MONTIEL;Audrey;Audrey MONTIEL;Boulogne Acbb;FRA;N1 - Minimes Dames;F
MOREAU;Dorine;Dorine MOREAU;Franconville Sg;FRA;N3 - Minimes Dames;F
MORISOT-VINCENT;Tess;Tess MORISOT-VINCENT;Skating Club Compiegne Oise;FRA;N3 - Benjamins Dames;F
MOTILLA;Gianni;Gianni MOTILLA;Club De Patinage Artistique De Reims;FRA;N2 - Minimes Messieurs;M
NAVASARDYAN;Ivetta;Ivetta NAVASARDYAN;Caen Acsel;FRA;N1 - Poussins Dames;F
NDREMANJARY;Camille;Camille NDREMANJARY;Espar;FRA;N3 - Benjamins Dames;F
NOUGA;Dorcas Odile;Dorcas Odile NOUGA;Caen Acsel;FRA;N2 - Juniors Dames;F
OLIVEIRA;Eva;Eva OLIVEIRA;Boulogne Acbb;FRA;N2 - Novices Dames;F
OUDOT;Anais;Anais OUDOT;Club De Patinage Artistique De Reims;FRA;N2 - Novices Dames;F
PALERMO;Nino;Nino PALERMO;Charleville Mezieres Sg;FRA;N3 - Benjamins Messieurs;M
PANNEAU-THIERY;Lola;Lola PANNEAU-THIERY;Franconville Sg;FRA;N3 - Minimes Dames;F
PAULY;Tatiana;Tatiana PAULY;Brian Joubert Poitiers Glace;FRA;N2 - Benjamins Dames;F
PECQUET;Tom;Tom PECQUET;Skating Club Compiegne Oise;FRA;N1 - Novices Messieurs;M
PEDROT;Maelle;Maelle PEDROT;Nantes Sports Glace;FRA;N3 - Juniors/Seniors Dames;F
PEREIRA;Eva;Eva PEREIRA;Champigny Csg;FRA;N3 - Benjamins Dames;F
PEYROUT;Axel;Axel PEYROUT;Patinage Artistique Briviste;FRA;N3 - Benjamins Messieurs;M
PEYROUT;Lena;Lena PEYROUT;Patinage Artistique Briviste;FRA;N3 - Minimes Dames;F
PHOLSENA;Angelina;Angelina PHOLSENA;Valence Patinage Artistique;FRA;N2 - Novices Dames;F
PIERSON;Harmonie;Harmonie PIERSON;Charleville Mezieres Sg;FRA;N2 - Minimes Dames;F
PLANTIER;Milly;Milly PLANTIER;Club Olympique De Courbevoie;FRA;N3 - Minimes Dames;F
POPE;Evie;Evie POPE;Chamonix Club Des Sports;FRA;N3 - Benjamins Dames;F
PRIEUR DU PERRAY;Timothee;Timothee PRIEUR DU PERRAY;Asso Choletaise De Patinage Sur Glace;FRA;N1 - Benjamins Messieurs;M
PROUVOT;Elyne;Elyne PROUVOT;Skating Club Compiegne Oise;FRA;N3 - Novices Dames;F
PROUX;Melina;Melina PROUX;Charleville Mezieres Sg;FRA;N1 - Minimes Dames;F
QUESADA;Meline;Meline QUESADA;Club De Patinage Artistique De Reims;FRA;N2 - Poussins Dames;F
QUISTREBERT;Manon;Manon QUISTREBERT;Club Olympique De Courbevoie;FRA;N3 - Novices Dames;F
RENAUD;Shylina;Shylina RENAUD;Nantes Sports Glace;FRA;N3 - Minimes Dames;F
RENAUT;Cassandre;Cassandre RENAUT;Valence Patinage Artistique;FRA;N3 - Minimes Dames;F
RICAULT;Maely;Maely RICAULT;Charleville Mezieres Sg;FRA;N1 - Minimes Dames;F
RICHARD;Romy;Romy RICHARD;Espar;FRA;N3 - Benjamins Dames;F
RIGAUDEAU;Lilou;Lilou RIGAUDEAU;Asso Choletaise De Patinage Sur Glace;FRA;N1 - Juniors Dames;F
RIMET;Zoe;Zoe RIMET;Grenoble Isere Metropole Patinage;FRA;N1 - Juniors Dames;F
ROLS;Joshua;Joshua ROLS;Brian Joubert Poitiers Glace;FRA;N1 - Seniors Messieurs;M
ROMAND;Margot;Margot ROMAND;Annecy Sports Glace;FRA;N2 - Novices Dames;F
ROQUE;Romane;Romane ROQUE;Lyon Glace Patinage;FRA;N2 - Novices Dames;F
ROUSSEL;Ethan;Ethan ROUSSEL;Briancon Les Escartons;FRA;N3 - Minimes Messieurs;M
ROUXEL;Coraline;Coraline ROUXEL;Boulogne Acbb;FRA;N2 - Seniors Dames;F
ROVAGNA;Luna;Luna ROVAGNA;Briancon Les Escartons;FRA;N3 - Novices Dames;F
RUDER;Robin;Robin RUDER;Strasbourg Alsace Csg;FRA;N2 - Poussins Messieurs;M
SABBATINO;Magda;Magda SABBATINO;Cergy Pontoise Csg;FRA;N3 - Juniors/Seniors Dames;F
SAJINOVIC;Sasha;Sasha SAJINOVIC;Club Olympique De Courbevoie;FRA;N1 - Minimes Dames;F
SALINAS;Nina;Nina SALINAS;Caen Acsel;FRA;N3 - Juniors/Seniors Dames;F
SAMICA;Salome;Salome SAMICA;Valence Patinage Artistique;FRA;N2 - Novices Dames;F
SANTOS;Yohan;Yohan SANTOS;Toulouse Club De Patinage;FRA;N2 - Seniors Messieurs;M
SATFAOUI;Isma;Isma SATFAOUI;Lyon Glace Patinage;FRA;N2 - Juniors Dames;F
SCHMITTER;Naomi;Naomi SCHMITTER;Briancon Les Escartons;FRA;N3 - Benjamins Dames;F
SEGUY;Manon;Manon SEGUY;Patinage Artistique Briviste;FRA;N3 - Novices Dames;F
SEGUY;Clara;Clara SEGUY;Patinage Artistique Briviste;FRA;N3 - Minimes Dames;F
SIBELLE;Eulalie;Eulalie SIBELLE;Lyon Glace Patinage;FRA;N2 - Juniors Dames;F
SIMON;Camille Mathilde;Camille Mathilde SIMON;Club Olympique De Courbevoie;FRA;N2 - Juniors Dames;F
SIMON-GUERIN;Naissa;Naissa SIMON-GUERIN;Toulouse Club De Patinage;FRA;N3 - Minimes Dames;F
SIRLIN-LHOMME;Marceline;Marceline SIRLIN-LHOMME;Mulhouse Asg;FRA;N1 - Poussins Dames;F
SPINAR;Corentin;Corentin SPINAR;Annecy Sports Glace;FRA;N1 - Juniors Messieurs;M
SPRUNG;Hannah;Hannah SPRUNG;Club Olympique De Courbevoie;FRA;N1 - Novices Dames;F
SPRUNG;Sophie;Sophie SPRUNG;Club Olympique De Courbevoie;FRA;N1 - Juniors Dames;F
TAHAR;Ilyana;Ilyana TAHAR;Amnevillois Club Des Sports De Glace;FRA;N2 - Novices Dames;F
TESSON;Adrien;Adrien TESSON;Champigny Csg;FRA;N1 - Seniors Messieurs;M
THAVEAU;Lilirose;Lilirose THAVEAU;Valence Patinage Artistique;FRA;N3 - Minimes Dames;F
THOMANN;Elian;Elian THOMANN;Club Olympique De Courbevoie;FRA;N1 - Benjamins Messieurs;M
THOMAS LEDREN;Lena;Lena THOMAS LEDREN;Nantes Sports Glace;FRA;N2 - Minimes Dames;F
THORAVAL-EESES;Jade;Jade THORAVAL-EESES;Brian Joubert Poitiers Glace;FRA;N3 - Novices Dames;F
TOURE;Naomie;Naomie TOURE;Grenoble Isere Metropole Patinage;FRA;N1 - Benjamins Dames;F
TRANCOSO;Sarah;Sarah TRANCOSO;Espar;FRA;N2 - Novices Dames;F
TRASSARD;Emelyne;Emelyne TRASSARD;Cergy Pontoise Csg;FRA;N3 - Benjamins Dames;F
TRUONG;Oscar Kim;Oscar Kim TRUONG;Charleville Mezieres Sg;FRA;N2 - Minimes Messieurs;M
VATINE ALVEZ;Celenia;Celenia VATINE ALVEZ;Espar;FRA;N2 - Poussins Dames;F
VEILLARD GUISSET;Clemence;Clemence VEILLARD GUISSET;Boulogne Acbb;FRA;N1 - Juniors Dames;F
VELATI;Juline;Juline VELATI;Annecy Sports Glace;FRA;N2 - Poussins Dames;F
VERBAT;Daniel;Daniel VERBAT;Annecy Sports Glace;FRA;N1 - Minimes Messieurs;M
VERMEULEN;Victoria;Victoria VERMEULEN;Club Olympique De Courbevoie;FRA;N2 - Novices Dames;F
VEYT;Chloe;Chloe VEYT;Skating Club Compiegne Oise;FRA;N1 - Novices Dames;F
VEYT;Léo;Léo VEYT;Skating Club Compiegne Oise;FRA;N3 - Benjamins Messieurs;M
VIALA;Clemence;Clemence VIALA;Toulouse Club De Patinage;FRA;N3 - Benjamins Dames;F
VIVIEN;Aleksandra;Aleksandra VIVIEN;Champigny Csg;FRA;N1 - Juniors Dames;F
VIVIEN;Charlotte;Charlotte VIVIEN;Champigny Csg;FRA;N2 - Minimes Dames;F
VOUILLON;Juliette;Juliette VOUILLON;Club De Patinage Artistique De Reims;FRA;N3 - Novices Dames;F
VOUILLON;Berenice;Berenice VOUILLON;Club De Patinage Artistique De Reims;FRA;N1 - Minimes Dames;F
VOYER;Molly;Molly VOYER;Chamonix Club Des Sports;FRA;N3 - Juniors/Seniors Dames;F
WEHMEYER;Aure;Aure WEHMEYER;Boulogne Acbb;FRA;N2 - Minimes Dames;F
YAN;Anna;Anna YAN;Champigny Csg;FRA;N2 - Benjamins Dames;F
YANG;Maëlys;Maëlys YANG;Valence Patinage Artistique;FRA;N2 - Minimes Dames;F
ZAMI;Lenny;Lenny ZAMI;Espar;FRA;N3 - Benjamins Messieurs;M
ZICKENHEINER;Mayssaa;Mayssaa ZICKENHEINER;Cergy Pontoise Csg;FRA;N3 - Minimes Dames;F
