Surname;First Name;Full name;Club;Nationality;Category;Genre
CAPACES;Judit;Judit CAPACES;Font Romeu Club Glace;FRA;N2 NOVICES DAMES;F
CARDON;Salome;Salome CARDON;Espar;FRA;"OPEN SOCLE COMMUN ""A"" DAMES";F
CARON;Heloise;Heloise CARON;Espar;FRA;N1 JUNIORS DAMES;F
CHABANE;Ysnelle;Ysnelle CHABANE;Colombes Sur Glace;FRA;N1 JUNIORS DAMES;F
CHANTREAU;Nayah;Nayah CHANTREAU;Nantes Sports Glace;FRA;N2 NOVICES DAMES;F
CHILINGUIRIAN;Julie;Julie CHILINGUIRIAN;Boulogne Acbb;FRA;N2 MINIMES DAMES;F
CHILINGUIRIAN;Emma;Emma CHILINGUIRIAN;Boulogne Acbb;FRA;N2 MINIMES DAMES;F
CLERMIDY;Anaelle;Anaelle CLERMIDY;Grenoble Isere Metropole Patinage;FRA;N1 JUNIORS DAMES;F
COLLEMARE;Marielle;Marielle COLLEMARE;Colombes Sur Glace;FRA;N1 NOVICES DAMES;F
CONNEBERT;Louane;Louane CONNEBERT;Espar;FRA;N2 JUNIORS DAMES;F
DA ROCHA;Alicia;Alicia DA ROCHA;Champigny Csg;FRA;OPEN NOVICE INTERMEDIATE DAMES;F
DAPOIGNY;Ninon;Ninon DAPOIGNY;Grenoble Isere Metropole Patinage;FRA;N1 NOVICES DAMES;F
DAVID;Louise Marie;Louise Marie DAVID;Cergy Pontoise Csg;FRA;N2 MINIMES DAMES;F
DHAINE;Emilie;Emilie DHAINE;Champigny Csg;FRA;N2 JUNIORS DAMES;F
DJERMANOVIC KERIRZIN;Nolann;Nolann DJERMANOVIC KERIRZIN;Champigny Csg;FRA;N2 POUSSINS MESSIEURS;F
DUMAS;Cleo;Cleo DUMAS;Espar;FRA;"OPEN SOCLE COMMUN ""A"" DAMES";F
EHRHARD PELLEGRIS;Louise / Matthis;Louise EHRHARD / Matthis PELLEGRIS;Champigny Csg / Champigny Csg;FRA;N1 COUPLES JUNIORS;F
FAURE;Eloise;Eloise FAURE;Patinage Artistique Briviste;FRA;N2 NOVICES DAMES;F
FILIPOVICH;Angelique;Angelique FILIPOVICH;Champigny Csg;FRA;OPEN NOVICE INTERMEDIATE DAMES;F
GELLON;Baptiste;Baptiste GELLON;Champigny Csg;FRA;N1 POUSSINS MESSIEURS;F
GLESSER;Oceane;Oceane GLESSER;Cergy Pontoise Csg;FRA;N1 SENIORS DAMES;F
GODEBOUT-BISSON;Ninon;Ninon GODEBOUT-BISSON;Louviers Ice Skating Club;FRA;OPEN NOVICE INTERMEDIATE DAMES;F
GOSTOLI;Alessandro;Alessandro GOSTOLI;Louviers Ice Skating Club;FRA;OPEN NOVICE BASIC MESSIEURS;F
GUILLOIS;Simon;Simon GUILLOIS;Havre Athletic Club Patinage Artistique;FRA;N2 JUNIORS MESSIEURS;F
HALLET;Charlie;Charlie HALLET;Champigny Csg;FRA;N2 BENJAMINS DAMES;F
HARPE;Leelou;Leelou HARPE;Espar;FRA;N1 NOVICES DAMES;F
HARUTYUNYAN;Any;Any HARUTYUNYAN;Caen Acsel;FRA;N1 JUNIORS DAMES;F
HAUPTMANN;Iris;Iris HAUPTMANN;Champigny Csg;FRA;OPEN NOVICE INTERMEDIATE DAMES;F
HAYET;Elsa;Elsa HAYET;Cergy Pontoise Csg;FRA;N1 JUNIORS DAMES;F
HEBERT;Alizee;Alizee HEBERT;Champigny Csg;FRA;OPEN NOVICE INTERMEDIATE DAMES;F
HELT;Lena;Lena HELT;Boulogne Acbb;FRA;N1 NOVICES DAMES;F
HEMIMOU;Janna;Janna HEMIMOU;Boulogne Acbb;FRA;N1 JUNIORS DAMES;F
HEURTEBIS;Anne-Sophie;Anne-Sophie HEURTEBIS;Boulogne Acbb;FRA;N1 BENJAMINS DAMES;F
HEURTEBIS;Lorenzo;Lorenzo HEURTEBIS;Boulogne Acbb;FRA;N2 BENJAMINS MESSIEURS;F
HEUZARD-FRECHE;Salome;Salome HEUZARD-FRECHE;Nantes Sports Glace;FRA;N1 BENJAMINS DAMES;F
HONHON;Celiane;Celiane HONHON;;BEL;N1 MINIMES DAMES;F
JEANNE;Sophia;Sophia JEANNE;Caen Acsel;FRA;N2 POUSSINS DAMES;F
KHOUADER;Fatiha;Fatiha KHOUADER;Franconville Sg;FRA;N2 MINIMES DAMES;F
KHOUADER;Assia;Assia KHOUADER;Franconville Sg;FRA;N1 POUSSINS DAMES;F
KOLTUSHKIN;Victoria;Victoria KOLTUSHKIN;Club Olympique De Courbevoie;FRA;N2 BENJAMINS DAMES;F
KOLTUSHKIN;Anna;Anna KOLTUSHKIN;Club Olympique De Courbevoie;FRA;N2 MINIMES DAMES;F
KUBLER;Hannah;Hannah KUBLER;Caen Acsel;FRA;N2 MINIMES DAMES;F
LAUBENHEIMER;Capucine;Capucine LAUBENHEIMER;Nantes Sports Glace;FRA;N2 NOVICES DAMES;F
LE MAY;Vassili;Vassili LE MAY;Nantes Sports Glace;FRA;N2 JUNIORS MESSIEURS;F
LEAL;Wendy;Wendy LEAL;Espar;FRA;N2 POUSSINS DAMES;F
LEBRUMENT;Timothee;Timothee LEBRUMENT;Espar;FRA;N2 MINIMES MESSIEURS;F
LEMAIRE;Maelie Jude;Maelie Jude LEMAIRE;Cergy Pontoise Csg;FRA;N1 MINIMES DAMES;F
LEMAIRE;Clara;Clara LEMAIRE;Cergy Pontoise Csg;FRA;N1 MINIMES DAMES;F
LEMARCHAND;Alice;Alice LEMARCHAND;Espar;FRA;N2 MINIMES DAMES;F
LI;Falyne;Falyne LI;Cergy Pontoise Csg;FRA;N2 JUNIORS DAMES;F
MASUREL;Olivia;Olivia MASUREL;Epwlm;FRA;N2 MINIMES DAMES;F
MAUMET;Lorine;Lorine MAUMET;Champigny Csg;FRA;OPEN NOVICE INTERMEDIATE DAMES;F
MESNIL;Constance;Constance MESNIL;Epwlm;FRA;OPEN NOVICE INTERMEDIATE DAMES;F
MEURIC;Daphne;Daphne MEURIC;Boulogne Acbb;FRA;N1 NOVICES DAMES;F
MONTIEL;Audrey;Audrey MONTIEL;Boulogne Acbb;FRA;N2 MINIMES DAMES;F
MOUDAKKIR;Sanaa;Sanaa MOUDAKKIR;Franconville Sg;FRA;N2 MINIMES DAMES;F
NANDROT;Luca;Luca NANDROT;Champigny Csg;FRA;N2 NOVICES MESSIEURS;F
NARDONI;Isabella;Isabella NARDONI;Boulogne Acbb;FRA;N2 MINIMES DAMES;F
NAVASARDYAN;Ivetta;Ivetta NAVASARDYAN;Caen Acsel;FRA;N2 POUSSINS DAMES;F
NOUGA;Dorcas Odile;Dorcas Odile NOUGA;Caen Acsel;FRA;N2 JUNIORS DAMES;F
OLIVEIRA;Eva;Eva OLIVEIRA;Boulogne Acbb;FRA;N2 MINIMES DAMES;F
OVIDE ETIENNE;Sheryl;Sheryl OVIDE ETIENNE;Club Olympique De Courbevoie;FRA;N1 MINIMES DAMES;F
PACHOT;Oksana;Oksana PACHOT;Club Olympique De Courbevoie;FRA;N2 MINIMES DAMES;F
PAITIER;Marion;Marion PAITIER;Boulogne Acbb;FRA;N2 NOVICES DAMES;F
POLIKANOVAS;Elisabet;Elisabet POLIKANOVAS;Champigny Csg;FRA;N1 NOVICES DAMES;F
POULIQUEN;Leane;Leane POULIQUEN;Franconville Sg;FRA;N2 MINIMES DAMES;F
PRIEUR DU PERRAY;Timothee;Timothee PRIEUR DU PERRAY;Asso Choletaise De Patinage Sur Glace;FRA;N2 BENJAMINS MESSIEURS;F
RICHARD;Romy;Romy RICHARD;Espar;FRA;OPEN NOVICE BASIC DAMES;F
RIGAUDEAU;Lilou;Lilou RIGAUDEAU;Asso Choletaise De Patinage Sur Glace;FRA;N1 JUNIORS DAMES;F
RIMET;Zoe;Zoe RIMET;Grenoble Isere Metropole Patinage;FRA;N1 JUNIORS DAMES;F
RIVAUD;Lise;Lise RIVAUD;Boulogne Acbb;FRA;N1 MINIMES DAMES;F
ROBIN;Louna;Louna ROBIN;Grenoble Isere Metropole Patinage;FRA;N2 MINIMES DAMES;F
ROUVRAIS;Leo;Leo ROUVRAIS;Epwlm;FRA;OPEN NOVICE BASIC MESSIEURS;F
ROUXEL;Coraline;Coraline ROUXEL;Club Olympique De Courbevoie;FRA;N2 SENIORS DAMES;F
SAIDANE;Noe;Noe SAIDANE;Epwlm;FRA;OPEN NOVICE INTERMEDIATE MESSIEURS;F
SAJINOVIC;Sasha;Sasha SAJINOVIC;Club Olympique De Courbevoie;FRA;N1 MINIMES DAMES;F
SAUVAGET;Anton;Anton SAUVAGET;Colombes Sur Glace;FRA;N1 NOVICES MESSIEURS;F
SIMON;Camille Mathilde;Camille Mathilde SIMON;Club Olympique De Courbevoie;FRA;N2 JUNIORS DAMES;F
SPRUNG;Sophie;Sophie SPRUNG;Club Olympique De Courbevoie;FRA;N1 JUNIORS DAMES;F
SPRUNG;Hannah;Hannah SPRUNG;Club Olympique De Courbevoie;FRA;N1 JUNIORS DAMES;F
SVENSSON;Olivia;Olivia SVENSSON;Chamonix Club Des Sports;FRA;N2 BENJAMINS DAMES;F
SZENTIVANYI;Julia;Julia SZENTIVANYI;;HUN;N1 MINIMES DAMES;F
TESSON;Adrien;Adrien TESSON;Champigny Csg;FRA;N1 SENIORS MESSIEURS;F
THOMANN;Elian;Elian THOMANN;Club Olympique De Courbevoie;FRA;N2 BENJAMINS MESSIEURS;F
TOURE;Naomie;Naomie TOURE;Grenoble Isere Metropole Patinage;FRA;N1 BENJAMINS DAMES;F
TRANCOSO;Sarah;Sarah TRANCOSO;Espar;FRA;N2 MINIMES DAMES;F
ULLATE;Covadonga;Covadonga ULLATE;Chamonix Club Des Sports;FRA;N2 NOVICES DAMES;F
VANDAMME;Muse;Muse VANDAMME;Boulogne Acbb;FRA;N2 POUSSINS DAMES;F
VANDAMME;Misha;Misha VANDAMME;Boulogne Acbb;FRA;N2 BENJAMINS DAMES;F
VATINE ALVEZ;Celenia;Celenia VATINE ALVEZ;Espar;FRA;"OPEN SOCLE COMMUN ""A"" DAMES";F
VEILLARD GUISSET;Clemence;Clemence VEILLARD GUISSET;Boulogne Acbb;FRA;N1 JUNIORS DAMES;F
VERMEULEN;Victoria;Victoria VERMEULEN;Club Olympique De Courbevoie;FRA;N2 NOVICES DAMES;F
VIVIEN;Aleksandra;Aleksandra VIVIEN;Champigny Csg;FRA;N1 JUNIORS DAMES;F
VOUILLAMOZ GINIAUX;Oxana / Flavien;Oxana VOUILLAMOZ / Flavien GINIAUX;Caen Acsel / Caen Acsel;FRA;N1 COUPLES JUNIORS;F
WARIN;Julia;Julia WARIN;Epwlm;FRA;OPEN NOVICE BASIC DAMES;F
WEHMEYER;Aure;Aure WEHMEYER;Boulogne Acbb;FRA;N2 MINIMES DAMES;F
WEINACKER;Sophie;Sophie WEINACKER;Espar;FRA;"OPEN SOCLE COMMUN ""A"" DAMES";F
YAJJOU;Yasmeen;Yasmeen YAJJOU;Franconville Sg;FRA;N1 NOVICES DAMES;F
YANG;Adeline;Adeline YANG;Asso Choletaise De Patinage Sur Glace;FRA;N2 BENJAMINS DAMES;F
