Surname;First Name;Full name;Club;Nationality;Category;Genre
REUTER;Lena;Lena REUTER;ANGLE;FRA;BASIC NOVICE Minimes Novices Dames;F
REY;Themis;Themis REY;TOUCP;FRA;FEDERAL 2 Benjamines Filles;F
ROSSELL;Lola;Lola ROSSELL;FONTR;FRA;CAT B Minimes Filles;F
SALTEL;Amandine;Amandine SALTEL;NIMES;FRA;CAT A Novices Dames;F
SALTEL;Lucie;Lucie SALTEL;NIMES;FRA;CAT B Minimes Filles;F
SANDOVAL. ROUGON;Samantha;Samantha SANDOVAL. ROUGON;TOUCP;FRA;FEDERAL 1 Minimes Filles;F
SGHIR;Lina;Lina SGHIR;NIMES;FRA;CAT A Minimes Filles;F
SIMON-GUERIN;Naissa;Naissa SIMON-GUERIN;TOUCP;FRA;FEDERAL 1 Minimes Filles;F
SIRE;Llesami;Llesami SIRE;FONTR;FRA;BASIC NOVICE Minimes Novices Messieurs;M
TAILLEUR;Alicia;Alicia TAILLEUR;CASTR;FRA;CAT D Poussines Filles;F
TARZAALI;Maelys;Maelys TARZAALI;TOUCP;FRA;BASIC NOVICE Minimes Novices Dames;F
TENDRON;Oriane;Oriane TENDRON;NIMES;FRA;CAT B Juniors Dames;F
VALETTE;Lucas;Lucas VALETTE;CASTR;FRA;CAT C Novices Messieurs;M
VIALA;Clemence;Clemence VIALA;TOUCP;FRA;FEDERAL 1 Benjamines Filles;F
VIALA;Marion;Marion VIALA;TOUCP;FRA;BASIC NOVICE Minimes Novices Dames;F
VIGNOLE;Loan;Loan VIGNOLE;NIMES;FRA;FEDERAL 2 Benjamins Garçons;F
VIGUIER;Valentine;Valentine VIGUIER;CASTR;FRA;CAT C Benjamines Filles;F
VISA AUQUE;Pol;Pol VISA AUQUE;FONTR;FRA;FEDERAL 1 Benjamins Garçons;F
VISA AUQUE;Naila;Naila VISA AUQUE;FONTR;FRA;FEDERAL 1 Minimes Filles;F
VOIROL-CABRIT;Emma;Emma VOIROL-CABRIT;NIMES;FRA;CAT B Benjamines Filles;F
YANDIBENE-PIGOT;Emma;Emma YANDIBENE-PIGOT;ANGLE;FRA;N2 Poussines Filles;F
ZAHRA;Norah;Norah ZAHRA;ANGLE;FRA;CAT B Novices Dames;F
