Surname;First Name;Full name;Club;Nationality;Category;Genre
KOLTUSHKIN;Victoria;Victoria KOLTUSHKIN;Club Olympique De Courbevoie;FRA;N1 Benjamin Dames;F
KRIVOCHTCHEKOV;Ekaterina;Ekaterina KRIVOCHTCHEKOV;La Garde Silver Skate;FRA;N2 Junior Dames;F
KRIVOCHTCHEKOV;Anastassia;Anastassia KRIVOCHTCHEKOV;La Garde Silver Skate;FRA;N2 Junior Dames;F
LAMBOLEY;Aislinn;Aislinn LAMBOLEY;Besancon Ass Patinage Artistique;FRA;N2 Novice Dames;F
LEMOINE;Nell;Nell LEMOINE;Skate Hainaut Valenciennes Club;FRA;N2 Novice Dames;F
LESEIGNEUR;Elodie;Elodie LESEIGNEUR;Mulhouse Asg;FRA;N1 Junior Dames;F
LIGET-LATUS;Clelia;Clelia LIGET-LATUS;Sport De Glace De Metz;FRA;N1 Minime Dames;F
LIISANANTTI;Fanny Sofia;Fanny Sofia LIISANANTTI;Association Nice Baies Des Anges;FRA;N2 Minime Dames;F
LINCOLN;Jedidiah;Jedidiah LINCOLN;;GBR;N1 Junior Messieurs;M
LIROT;Alexandre;Alexandre LIROT;Dammarie Csg;FRA;N2 Benjamin Messieurs;M
LOPEZ;Alicia;Alicia LOPEZ;Alpe D'huez Patinage Club;FRA;N2 Senior Dames;F
LUNATTI;Ilona;Ilona LUNATTI;Association Nice Baies Des Anges;FRA;N1 Junior Dames;F
MALETTE;Clara;Clara MALETTE;Club De Patinage Artistique De Reims;FRA;N2 Benjamin Dames;F
MARECHAL;Tiara;Tiara MARECHAL;Association Nice Baies Des Anges;FRA;N2 Minime Dames;F
MARECHAL;Elea;Elea MARECHAL;Association Nice Baies Des Anges;FRA;N1 Novice Dames;F
MAYINDU;Clemence;Clemence MAYINDU;Dammarie Csg;FRA;N1 Junior Dames;F
MEKANE NIAMAZOK;Emmanuelle;Emmanuelle MEKANE NIAMAZOK;Club Multi-Patinage De Tours;FRA;N2 Novice Dames;F
MIZOKAMI;Laïla;Laïla MIZOKAMI;Association Nice Baies Des Anges;FRA;N2 Benjamin Dames;F
MORLON;Lilou;Lilou MORLON;Association Nice Baies Des Anges;FRA;N2 Minime Dames;F
MOTILLA;Gianni;Gianni MOTILLA;Club De Patinage Artistique De Reims;FRA;N2 Minime Messieurs;M
OUDOT;Anais;Anais OUDOT;Club De Patinage Artistique De Reims;FRA;N2 Novice Dames;F
OVIDE ETIENNE;Sheryl;Sheryl OVIDE ETIENNE;Club Olympique De Courbevoie;FRA;N1 Minime Dames;F
PACHOT;Oksana;Oksana PACHOT;Club Olympique De Courbevoie;FRA;N2 Minime Dames;F
PAEGLE;Baiba;Baiba PAEGLE;Paris Club Francais Volants;FRA;N2 Benjamin Dames;F
PECHENIK;Yana;Yana PECHENIK;Dammarie Csg;FRA;N1 Minime Dames;F
PECQUET;Tom;Tom PECQUET;Skating Club Compiegne Oise;FRA;N2 Novice Messieurs;M
PIERSON;Harmonie;Harmonie PIERSON;Charleville Mezieres Sg;FRA;N2 Minime Dames;F
PONCHAUT-THERY;Olivia;Olivia PONCHAUT-THERY;Dammarie Csg;FRA;N2 Minime Dames;F
PROUX;Melina;Melina PROUX;Charleville Mezieres Sg;FRA;N1 Minime Dames;F
PUCHOL;Lauriane;Lauriane PUCHOL;Club Olympique De Courbevoie;FRA;N2 Poussin Dames;F
QUESADA;Meline;Meline QUESADA;Club De Patinage Artistique De Reims;FRA;N2 Poussin Dames;F
RAKOTOZAFY;Sarah;Sarah RAKOTOZAFY;Dammarie Csg;FRA;N1 Novice Dames;F
RANDRIANALISOA;Mahatoky;Mahatoky RANDRIANALISOA;Club De Patinage Artistique De Reims;FRA;N2 Poussin Dames;F
REININGER;Clara;Clara REININGER;Club De Patinage Artistique De Reims;FRA;N1 Junior Dames;F
RIBEAUCOURT CLOART;Juliette;Juliette RIBEAUCOURT CLOART;Skate Hainaut Valenciennes Club;FRA;N2 Novice Dames;F
RICAULT;Maely;Maely RICAULT;Charleville Mezieres Sg;FRA;N1 Minime Dames;F
RIMET;Zoe;Zoe RIMET;Grenoble Isere Metropole Patinage;FRA;N1 Junior Dames;F
ROBIN;Louna;Louna ROBIN;Grenoble Isere Metropole Patinage;FRA;N2 Minime Dames;F
ROHFRITSCH;Shirel;Shirel ROHFRITSCH;Neuilly Patinage Artistique;FRA;N2 Minime Dames;F
ROLLAND;Miley;Miley ROLLAND;Association Nice Baies Des Anges;FRA;N2 Poussin Dames;F
SAJINOVIC;Sasha;Sasha SAJINOVIC;Club Olympique De Courbevoie;FRA;N1 Minime Dames;F
SALSINI;Lenaura;Lenaura SALSINI;Alpe D'huez Patinage Club;FRA;N2 Poussin Dames;F
SAUVAGE;Chloe;Chloe SAUVAGE;Amodio Figure Skating Academy Vaujany;FRA;N1 Novice Dames;F
SERET;Alexandra;Alexandra SERET;Amodio Figure Skating Academy Vaujany;FRA;N1 Junior Dames;F
SIMON;Camille Mathilde;Camille Mathilde SIMON;Club Olympique De Courbevoie;FRA;N2 Junior Dames;F
SIRLIN-LHOMME;Marceline;Marceline SIRLIN-LHOMME;Mulhouse Asg;FRA;N2 Poussin Dames;F
SPRUNG;Hannah;Hannah SPRUNG;Club Olympique De Courbevoie;FRA;N1 Junior Dames;F
SPRUNG;Sophie;Sophie SPRUNG;Club Olympique De Courbevoie;FRA;N1 Junior Dames;F
STEMPER;Charly;Charly STEMPER;Dammarie Csg;FRA;N1 Junior Dames;F
SVENSSON;Olivia;Olivia SVENSSON;Chamonix Club Des Sports;FRA;N2 Benjamin Dames;F
SZENTIVANYI;Julia;Julia SZENTIVANYI;;HUN;N1 Minime Dames;F
TANDON;Emma;Emma TANDON;Dammarie Csg;FRA;N2 Minime Dames;F
TELEMAQUE;Romane;Romane TELEMAQUE;Dammarie Csg;FRA;N1 Minime Dames;F
THOMANN;Elian;Elian THOMANN;Club Olympique De Courbevoie;FRA;N1 Benjamin Messieurs;M
TOURE;Naomie;Naomie TOURE;Grenoble Isere Metropole Patinage;FRA;N1 Benjamin Dames;F
TROMMENSCHLAGER;Roxane;Roxane TROMMENSCHLAGER;Mulhouse Asg;FRA;N2 Poussin Dames;F
TRUONG;Oscar Kim;Oscar Kim TRUONG;Charleville Mezieres Sg;FRA;N2 Minime Messieurs;M
ULLATE;Covadonga;Covadonga ULLATE;Chamonix Club Des Sports;FRA;N2 Novice Dames;F
VANGREVELYNGHE;Leane;Leane VANGREVELYNGHE;Hockey Patinage Romorantinais;FRA;N1 Junior Dames;F
VERMEULEN;Victoria;Victoria VERMEULEN;Club Olympique De Courbevoie;FRA;N2 Novice Dames;F
VERNHES;Agathe;Agathe VERNHES;Clermont Auvergne Patinage Artistique;FRA;N2 Poussin Dames;F
VEYT;Chloe;Chloe VEYT;Skating Club Compiegne Oise;FRA;N1 Novice Dames;F
VOUILLON;Berenice;Berenice VOUILLON;Club De Patinage Artistique De Reims;FRA;N1 Novice Dames;F
WOLFF;Louane;Louane WOLFF;Club De Patinage Artistique De Reims;FRA;N1 Minime Dames;F
