Surname;First Name;Full name;Club;Nationality;Category;Genre
FEURTET;Eliot;Eliot FEURTET;Espar;FRA;D3 - NOVICES MESSIEURS;F
FILLATRE;Louison;Louison FILLATRE;Louviers Ice Skating Club;FRA;N2 - MINIMES DAMES;F
FOREST MORIN;Thais;Thais FOREST MORIN;Armor Sports De Glace;FRA;D3 - NOVICES DAMES;F
FOUCART;Inna;Inna FOUCART;Havre Athletic Club Patinage Artistique;FRA;SCB - BENJAMINS DAMES;F
FOULONNEAU;Astrid;Astrid FOULONNEAU;Asso Choletaise De Patinage Sur Glace;FRA;D3 - JUNIORS/SENIORS DAMES;F
FOULONNEAU;Oriane;Oriane FOULONNEAU;Asso Choletaise De Patinage Sur Glace;FRA;D2 - NOVICES DAMES;F
FRIOB LE HERAN;Lindsay;Lindsay FRIOB LE HERAN;Armor Sports De Glace;FRA;D3 - MINIMES DAMES;F
GARNIER;Alexandra;Alexandra GARNIER;Nantes Sports Glace;FRA;D3 - NOVICES DAMES;F
GARNIER;Nadia;Nadia GARNIER;Association La Roche Sur Yon;FRA;ADULTES ETAIN DAMES;F
GAUDY NOGUERAS;Romain;Romain GAUDY NOGUERAS;Dunkerque Patinage;FRA;SCC -  BENJAMINS MESSIEURS;F
GILLIOT;Elea;Elea GILLIOT;Dunkerque Patinage;FRA;SCD - BENJAMINS DAMES;F
GOGLY;Philippine;Philippine GOGLY;Havre Athletic Club Patinage Artistique;FRA;OPEN NOVICE INTERMEDIAIRE;F
GOGLY;Philippine;Philippine GOGLY;Havre Athletic Club Patinage Artistique;FRA;D3 - MINIMES DAMES;F
GONEDEC;Lou Ann;Lou Ann GONEDEC;Espar;FRA;R2 - NOVICES/JUNIORS DAMES;F
GOSTOLI;Alessandro;Alessandro GOSTOLI;Louviers Ice Skating Club;FRA;F2 - MINIMES MESSIEURS;F
GRANDSAIGNE-LENFANT;Marco;Marco GRANDSAIGNE-LENFANT;Chatellerault Csac;FRA;F2 - MINIMES MESSIEURS;F
GRUEL;Laly;Laly GRUEL;Louviers Ice Skating Club;FRA;SCA - POUSSINS DAMES;F
GUERMONPREZ;Olivia;Olivia GUERMONPREZ;Rennes Csg;FRA;F2 - MINIMES DAMES;F
GUIBON;Elea;Elea GUIBON;Rennes Csg;FRA;SCB - BENJAMINS DAMES;F
GUILLOIS;Simon;Simon GUILLOIS;Havre Athletic Club Patinage Artistique;FRA;D2 - JUNIORS MESSIEURS;F
GUYOT;Maelle;Maelle GUYOT;Rennes Csg;FRA;R1 - MINIMES DAMES;F
GWOSDZ;Loreleï;Loreleï GWOSDZ;Caen Acsel;FRA;D3 - BENJAMINS DAMES;F
HADDAD;Nahila;Nahila HADDAD;Dunkerque Patinage;FRA;SCA - BENJAMINS DAMES;F
HARPE;Leelou;Leelou HARPE;Espar;FRA;D1 - NOVICES DAMES;F
HARUTYUNYAN;Any;Any HARUTYUNYAN;Caen Acsel;FRA;D1 - JUNIORS DAMES;F
HENRY;Assia;Assia HENRY;Espar;FRA;SCA - BENJAMINS DAMES;F
HEUZARD-FRECHE;Salome;Salome HEUZARD-FRECHE;Nantes Sports Glace;FRA;D1 - BENJAMINS DAMES;F
HOARAU;Louise;Louise HOARAU;Armor Sports De Glace;FRA;R1 - MINIMES DAMES;F
JACOB;Yanaëlle;Yanaëlle JACOB;Armor Sports De Glace;FRA;SCC - BENJAMINS DAMES;F
JACQUES;Lyllou;Lyllou JACQUES;Havre Athletic Club Patinage Artistique;FRA;SCC - POUSSINS DAMES;F
JEANNE;Sophia;Sophia JEANNE;Caen Acsel;FRA;D1 - POUSSINS DAMES;F
JEANNEAU;Fantine;Fantine JEANNEAU;Asso Choletaise De Patinage Sur Glace;FRA;R2 - MINIMES DAMES;F
JOUHAULT;Noelie;Noelie JOUHAULT;Espar;FRA;SCD - POUSSINS DAMES;F
JOURDAIN;Virginie;Virginie JOURDAIN;Asso Choletaise De Patinage Sur Glace;FRA;ADULTES ARGENT DAMES;F
KABORE;Aina;Aina KABORE;Poitevin Stade Club De Glace;FRA;SCD - POUSSINS DAMES;F
KUBLER;Hannah;Hannah KUBLER;Caen Acsel;FRA;D2 - MINIMES DAMES;F
LACLAU;Amélie;Amélie LACLAU;Caen Acsel;FRA;OPEN NOVICE BASIC DAMES;F
LACRAMPE;Ema;Ema LACRAMPE;Association La Roche Sur Yon;FRA;F2 - JUNIORS DAMES;F
LANDAIS;Lise;Lise LANDAIS;Asso Choletaise De Patinage Sur Glace;FRA;R1 - MINIMES DAMES;F
LANEEUW;Lea;Lea LANEEUW;Caen Acsel;FRA;D3 - BENJAMINS DAMES;F
LANGLOIS;Germain;Germain LANGLOIS;Espar;FRA;SCD - POUSSINS MESSIEURS;F
LASRY;Alyssa;Alyssa LASRY;Caen Acsel;FRA;D3 - MINIMES DAMES;F
LATARD GUEGOT;Swane;Swane LATARD GUEGOT;Espar;FRA;SCD - BAMBIS DAMES;F
LAUBENHEIMER;Capucine;Capucine LAUBENHEIMER;Nantes Sports Glace;FRA;D2 - NOVICES DAMES;F
LE BAIL;Jade;Jade LE BAIL;Rennes Csg;FRA;SCD - BAMBIS DAMES;F
LE GAC;Maelys;Maelys LE GAC;Armor Sports De Glace;FRA;D3 - MINIMES DAMES;F
LE MAROIS;Gabin;Gabin LE MAROIS;Espar;FRA;D2 - MINIMES MESSIEURS;F
LE MAY;Vassili;Vassili LE MAY;Nantes Sports Glace;FRA;D2 - JUNIORS MESSIEURS;F
LE ROCH;Kim;Kim LE ROCH;Caen Acsel;FRA;D3 - BENJAMINS DAMES;F
LEAL;Wendy;Wendy LEAL;Espar;FRA;D2 - POUSSINS DAMES;F
LEBRUMENT;Timothee;Timothee LEBRUMENT;Espar;FRA;D1 - MINIMES MESSIEURS;F
LECADRE;Pierre;Pierre LECADRE;Espar;FRA;D1 - MINIMES MESSIEURS;F
LECHATELLIER;Candice;Candice LECHATELLIER;Asga Artistique Et Synchronise;FRA;R1 - NOVICES DAMES;F
LEFEUVRE;Louise;Louise LEFEUVRE;Rennes Csg;FRA;F1 - MINIMES DAMES;F
LEFEVRE SAULI;Pauline -;Pauline LEFEVRE - SAULI;Rennes Csg;FRA;D3 - NOVICES DAMES;F
LEGENTILHOMME;Laora;Laora LEGENTILHOMME;Nantes Sports Glace;FRA;D3 - MINIMES DAMES;F
LEMARCHAND;Alice;Alice LEMARCHAND;Espar;FRA;D2 - MINIMES DAMES;F
LENFANT;Sarah;Sarah LENFANT;Espar;FRA;D3 - MINIMES DAMES;F
LEPECULIER;Jeanne;Jeanne LEPECULIER;Rennes Csg;FRA;R1 - NOVICES DAMES;F
LEPETIT ARSENE;Marianne;Marianne LEPETIT ARSENE;Caen Acsel;FRA;D3 - NOVICES DAMES;F
LERASLE;Elena;Elena LERASLE;Havre Athletic Club Patinage Artistique;FRA;D3 - MINIMES DAMES;F
LEROUX;Aimy;Aimy LEROUX;Havre Athletic Club Patinage Artistique;FRA;F2 - BENJAMINS DAMES;F
LEROUX;Marine;Marine LEROUX;Havre Athletic Club Patinage Artistique;FRA;R1 - MINIMES DAMES;F
LOCHU;Eugenie;Eugenie LOCHU;Asso Choletaise De Patinage Sur Glace;FRA;R1 - NOVICES DAMES;F
MAES;Selena;Selena MAES;Dunkerque Patinage;FRA;R2 - MINIMES DAMES;F
MAES;Maicia;Maicia MAES;Dunkerque Patinage;FRA;R1 - NOVICES DAMES;F
MAGNABAL;Chloe;Chloe MAGNABAL;Nantes Sports Glace;FRA;D2 - POUSSINS DAMES;F
MAGOIS;Ameline;Ameline MAGOIS;Association La Roche Sur Yon;FRA;R2 - NOVICES/JUNIORS DAMES;F
MARIN;Beryl;Beryl MARIN;Rennes Csg;FRA;D3 - MINIMES DAMES;F
MARIN;Josepha;Josepha MARIN;Rennes Csg;FRA;D3 - JUNIORS/SENIORS DAMES;F
MARIN;Georgie;Georgie MARIN;Rennes Csg;FRA;F2 - NOVICES DAMES;F
MEIRELES;Giulia;Giulia MEIRELES;Espar;FRA;SCD - POUSSINS DAMES;F
MILLARD;Louann;Louann MILLARD;Rennes Csg;FRA;R1 - MINIMES DAMES;F
MONFORT;Solene;Solene MONFORT;Armor Sports De Glace;FRA;D3 - JUNIORS/SENIORS DAMES;F
MORIN;Maeva;Maeva MORIN;Asso Choletaise De Patinage Sur Glace;FRA;D3 - NOVICES DAMES;F
MOUDAKKIR;Sanaa;Sanaa MOUDAKKIR;Franconville Sg;FRA;N2 - MINIMES DAMES;F
N DIAYE;Maelie;Maelie N DIAYE;Poitevin Stade Club De Glace;FRA;SCC - BENJAMINS DAMES;F
NAVASARDYAN;Ivetta;Ivetta NAVASARDYAN;Caen Acsel;FRA;D1 - POUSSINS DAMES;F
NDREMANJARY;Camille;Camille NDREMANJARY;Espar;FRA;D3 - BENJAMINS DAMES;F
NERAT DE LESGUISE;Juliette;Juliette NERAT DE LESGUISE;Rennes Csg;FRA;SCC - BENJAMINS DAMES;F
NERAT DE LESGUISE;Thomas;Thomas NERAT DE LESGUISE;Rennes Csg;FRA;R1 - MINIMES MESSIEURS;F
NIBEAUDEAU;Morgane;Morgane NIBEAUDEAU;Joue Les Tours Sports De Glace;FRA;ADULTES BRONZE DAMES;F
NOUGA;Dorcas Odile;Dorcas Odile NOUGA;Caen Acsel;FRA;D2 - JUNIORS DAMES;F
OLIVIER;Daria;Daria OLIVIER;Poitevin Stade Club De Glace;FRA;SCB - POUSSINS DAMES;F
PERNEL;Lucie;Lucie PERNEL;Espar;FRA;D3 - JUNIORS/SENIORS DAMES;F
PERRET;Heather;Heather PERRET;Franconville Sg;FRA;F1 - MINIMES DAMES;F
PERROCHON;Marylou;Marylou PERROCHON;Louviers Ice Skating Club;FRA;R2 - NOVICES/JUNIORS DAMES;F
PHILIPPE;Nina;Nina PHILIPPE;Asga Artistique Et Synchronise;FRA;SCD - POUSSINS DAMES;F
PHILIPPE.;Jade;Jade PHILIPPE.;Asga Artistique Et Synchronise;FRA;D3 - BENJAMINS DAMES;F
PIERRE MARCHESIN;Zelia;Zelia PIERRE MARCHESIN;Armor Sports De Glace;FRA;D2 - NOVICES DAMES;F
POULIQUEN;Leane;Leane POULIQUEN;Franconville Sg;FRA;N2 - MINIMES DAMES;F
POULTIER;Morgane;Morgane POULTIER;Havre Athletic Club Patinage Artistique;FRA;SCB - BENJAMINS DAMES;F
PRAUD;Shellsy;Shellsy PRAUD;Nantes Sports Glace;FRA;F2 - MINIMES DAMES;F
PRIEUR DU PERRAY;Clemence;Clemence PRIEUR DU PERRAY;Asso Choletaise De Patinage Sur Glace;FRA;D3 - MINIMES DAMES;F
PRIEUR DU PERRAY;Timothee;Timothee PRIEUR DU PERRAY;Asso Choletaise De Patinage Sur Glace;FRA;D1 - BENJAMINS MESSIEURS;F
PUENTE PEDROSA;Maeva ;Maeva PUENTE  PEDROSA;Armor Sports De Glace;FRA;SCC - BENJAMINS DAMES;F
PUENTE PEDROSA;Iria;Iria PUENTE PEDROSA;Armor Sports De Glace;FRA;R2 - MINIMES DAMES;F
RADENAC;Camille;Camille RADENAC;Armor Sports De Glace;FRA;R1 - MINIMES DAMES;F
RAPITEAU;Solana;Solana RAPITEAU;Chatellerault Csac;FRA;OPEN SOCLE COMMUN A;F
RAULT;Leonie;Leonie RAULT;Joue Les Tours Sports De Glace;FRA;R2 - MINIMES DAMES;F
RENAUD;Shylina;Shylina RENAUD;Nantes Sports Glace;FRA;D3 - MINIMES DAMES;F
RENAULT;Rose;Rose RENAULT;Louviers Ice Skating Club;FRA;R1 - MINIMES DAMES;F
RICHARD;Romy;Romy RICHARD;Espar;FRA;D3 - BENJAMINS DAMES;F
RICHEZ;Elisa;Elisa RICHEZ;Espar;FRA;R2 - MINIMES DAMES;F
RIGAUDEAU;Lilou;Lilou RIGAUDEAU;Asso Choletaise De Patinage Sur Glace;FRA;D1 - JUNIORS DAMES;F
RIVIERE;Loelya;Loelya RIVIERE;Armor Sports De Glace;FRA;SCC - POUSSINS DAMES;F
SABY;Paul;Paul SABY;Espar;FRA;R1 - JUNIORS/SENIORS MESSIEURS;F
SALIBA;Pauline;Pauline SALIBA;Poitevin Stade Club De Glace;FRA;OPEN SOCLE COMMUN A;F
SALIBA;Chloe;Chloe SALIBA;Poitevin Stade Club De Glace;FRA;R1 - MINIMES DAMES;F
SALINAS;Nina;Nina SALINAS;Caen Acsel;FRA;D3 - JUNIORS/SENIORS DAMES;F
SARZYNSKI;Carole;Carole SARZYNSKI;Chatellerault Csac;FRA;ADULTES ACIER DAMES;F
SARZYNSKI;Alice;Alice SARZYNSKI;Chatellerault Csac;FRA;R2 - MINIMES DAMES;F
SARZYNSKI;Charlotte;Charlotte SARZYNSKI;Chatellerault Csac;FRA;SCB - BENJAMINS DAMES;F
SEMLALI;Hanna;Hanna SEMLALI;Franconville Sg;FRA;F1 - MINIMES DAMES;F
SOTTEAU;Marion;Marion SOTTEAU;Armor Sports De Glace;FRA;OPEN NOVICE INTERMEDIAIRE;F
SOW;Siyel;Siyel SOW;Havre Athletic Club Patinage Artistique;FRA;SCC - BENJAMINS DAMES;F
TECHEL;Margot;Margot TECHEL;Dunkerque Patinage;FRA;SCD - BENJAMINS DAMES;F
THIEULENT;Ines;Ines THIEULENT;Havre Athletic Club Patinage Artistique;FRA;SCC - BENJAMINS DAMES;F
THOMAS LEDREN;Lena;Lena THOMAS LEDREN;Nantes Sports Glace;FRA;D2 - MINIMES DAMES;F
TRAN;Oceane;Oceane TRAN;Dunkerque Patinage;FRA;R1 - NOVICES DAMES;F
TRANCOSO;Sarah;Sarah TRANCOSO;Espar;FRA;D2 - NOVICES DAMES;F
TREMEDET;Mael;Mael TREMEDET;Rennes Csg;FRA;R1 - MINIMES MESSIEURS;F
TREMEDET;Celia;Celia TREMEDET;Rennes Csg;FRA;SCB - BENJAMINS DAMES;F
TRIBOUILLARD;Julien;Julien TRIBOUILLARD;Havre Athletic Club Patinage Artistique;FRA;D3 - JUNIORS/SENIORS MESSIEURS;F
VALANTIN-DUROZOI;Juliette;Juliette VALANTIN-DUROZOI;Rennes Csg;FRA;R1 - MINIMES DAMES;F
VALANTIN-DUROZOI;Heloise;Heloise VALANTIN-DUROZOI;Rennes Csg;FRA;R1 - JUNIORS/SENIORS DAMES;F
VALCKE;Cleo;Cleo VALCKE;Dunkerque Patinage;FRA;SCD - POUSSINS DAMES;F
VANDECANDELAERE;Rose;Rose VANDECANDELAERE;Caen Acsel;FRA;SCC - POUSSINS DAMES;F
VANDERWEGEN;Sasha;Sasha VANDERWEGEN;Nantes Sports Glace;FRA;D3 - MINIMES DAMES;F
VARIN;Audelia;Audelia VARIN;Havre Athletic Club Patinage Artistique;FRA;F2 - BENJAMINS DAMES;F
VATINE ALVEZ;Celenia;Celenia VATINE ALVEZ;Espar;FRA;D2 - POUSSINS DAMES;F
VERGUGHT ARIAS;Juliette;Juliette VERGUGHT ARIAS;Espar;FRA;SCD - BAMBIS DAMES;F
VOUILLAMOZ GINIAUX;Oxana / Flavien;Oxana VOUILLAMOZ / Flavien GINIAUX;Caen Acsel / Caen Acsel;FRA;D1 - JUNIOR COUPLE;F
WATBOT HENOT;Esther;Esther WATBOT HENOT;Rennes Csg;FRA;D3 - NOVICES DAMES;F
WEINACKER;Sophie;Sophie WEINACKER;Espar;FRA;SCA - POUSSINS DAMES;F
YANG;Adeline;Adeline YANG;Asso Choletaise De Patinage Sur Glace;FRA;D2 - BENJAMINS DAMES;F
ZAMI;Lenny;Lenny ZAMI;Espar;FRA;D3 - BENJAMINS MESSIEURS;F
ZITO;Manon;Manon ZITO;Dunkerque Patinage;FRA;R1 - JUNIORS/SENIORS DAMES;F
