Surname;First Name;Full name;Club;Nationality;Category;Genre
TELEMAQUE COULON;Romane / Lucas;Romane TELEMAQUE / Lucas COULON;DAMMA/DAMMA;FRA;N1 Novice Couple;F
THOMANN;Elian;Elian THOMANN;COURB;FRA;N1 Minime Homme;M
THOMAS LEDREN;Lena;Lena THOMAS LEDREN;NANTE;FRA;N1 Novice Femme;F
TOURE;Naomie;Naomie TOURE;GRENO;FRA;N2 Minime Femme;F
TRANCOSO;Sarah;Sarah TRANCOSO;ESPAR;FRA;N2 Novice Femme;F
TRUONG;Oscar Kim;Oscar Kim TRUONG;CHARL;FRA;N2 Minime Homme;M
VERBAT;Daniel;Daniel VERBAT;ANNE;FRA;N1 Novice Homme;M
VIVIEN;Aleksandra;Aleksandra VIVIEN;CHAMP;FRA;N1 Junior Femme;F
VIVIEN;Charlotte;Charlotte VIVIEN;CHAMP;FRA;N2 Novice Femme;F
WANG;Lola;Lola WANG;CHAMP;FRA;N2 Poussin Femme;F
YAN;Anna;Anna YAN;CHAMP;FRA;N2 Minime Femme;F
ZICKENHEINER;Mayssaa;Mayssaa ZICKENHEINER;CERGY;FRA;N2 Novice Femme;F
